time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-10 00:00:00+00:00,1,1,33,14
2024-11-11 00:00:00+00:00,182,7,88,30
2024-11-12 00:00:00+00:00,824,11,100,25
2024-11-13 00:00:00+00:00,349,4,74,28
2024-11-14 00:00:00+00:00,615,6,77,26
2024-11-15 00:00:00+00:00,94,2,121,30
2024-11-16 00:00:00+00:00,3,2,52,19
2024-11-17 00:00:00+00:00,1,1,82,21
2024-11-18 00:00:00+00:00,98,2,134,31
2024-11-19 00:00:00+00:00,144,3,149,24
2024-11-20 00:00:00+00:00,726,11,155,29
2024-11-21 00:00:00+00:00,496,5,104,26
2024-11-22 00:00:00+00:00,3,2,76,26
2024-11-23 00:00:00+00:00,4,2,23,8
