url_path,views_total,views_unique
/mathesar-foundation/mathesar,785,599
/mathesar-foundation/mathesar/issues,140,51
/mathesar-foundation/mathesar/pulls,75,29
/mathesar-foundation/mathesar/releases/tag/0.9.0,22,17
/mathesar-foundation/mathesar/discussions,19,6
/mathesar-foundation/mathesar/releases,14,13
/mathesar-foundation/mathesar/blob/0.6.0/db/sql/test_startup.sql,14,1
/mathesar-foundation/mathesar/blob/develop/docker-compose.yml,13,11
/mathesar-foundation/mathesar/issues/5175,11,8
/mathesar-foundation/mathesar/pull/5200,10,3
