url_path,views_total,views_unique
/mathesar-foundation/mathesar,536,362
/mathesar-foundation/mathesar/pulls,107,14
/mathesar-foundation/mathesar/issues,97,31
/mathesar-foundation/mathesar/pull/4399,60,7
/mathesar-foundation/mathesar/releases,42,8
/mathesar-foundation/mathesar/pull/4380,36,3
/mathesar-foundation/mathesar/tags,32,3
/mathesar-foundation/mathesar/releases/tag/draft_TEST_ONLY_simplify-install,18,9
/mathesar-foundation/mathesar/discussions,16,9
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,13,11
