url_path,views_total,views_unique
/mathesar-foundation/mathesar,397,260
/mathesar-foundation/mathesar/issues,117,37
/mathesar-foundation/mathesar/pulls,76,15
/mathesar-foundation/mathesar/discussions,25,6
/mathesar-foundation/mathesar/pull/5337,25,6
/mathesar-foundation/mathesar/releases,18,11
/mathesar-foundation/mathesar/pull/5338,13,4
/mathesar-foundation/mathesar/releases/tag/0.12.0,12,11
/mathesar-foundation/mathesar/blob/develop/docker-compose.yml,12,4
/mathesar-foundation/mathesar/commits/develop,8,4
