url_path,views_total,views_unique
/mathesar-foundation/mathesar,642,303
/mathesar-foundation/mathesar/issues,406,119
/mathesar-foundation/mathesar/pulls,182,38
/mathesar-foundation/mathesar/blob/develop/CONTRIBUTING.md,175,58
/mathesar-foundation/mathesar/blob/develop/DEVELOPER_GUIDE.md,126,26
/mathesar-foundation/mathesar/pull/3343,98,9
/mathesar-foundation/mathesar/labels,68,29
/mathesar-foundation/mathesar/blob/master/db/types/operations/cast.py,60,2
/mathesar-foundation/mathesar/tree/develop/mathesar,56,14
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,55,16
