url_path,views_total,views_unique
/mathesar-foundation/mathesar,796,560
/mathesar-foundation/mathesar/pulls,225,18
/mathesar-foundation/mathesar/issues,205,42
/mathesar-foundation/mathesar/discussions,28,10
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,27,19
/mathesar-foundation/mathesar/tree/develop/mathesar,27,14
/mathesar-foundation/mathesar/pull/4331,24,4
/mathesar-foundation/mathesar/issues/3969,23,3
/mathesar-foundation/mathesar/pull/4348,20,3
/mathesar-foundation/mathesar/issues/4313,18,5
