time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-20 00:00:00+00:00,9,7,50,29
2025-04-21 00:00:00+00:00,288,15,95,40
2025-04-22 00:00:00+00:00,743,33,131,39
2025-04-23 00:00:00+00:00,692,31,168,47
2025-04-24 00:00:00+00:00,437,24,161,58
2025-04-25 00:00:00+00:00,273,16,171,32
2025-04-26 00:00:00+00:00,22,11,29,23
2025-04-27 00:00:00+00:00,98,7,136,27
2025-04-28 00:00:00+00:00,190,12,77,48
2025-04-29 00:00:00+00:00,145,31,125,47
2025-04-30 00:00:00+00:00,724,40,139,48
2025-05-01 00:00:00+00:00,920,26,111,45
2025-05-02 00:00:00+00:00,323,23,66,27
2025-05-03 00:00:00+00:00,11,11,34,25
