url_path,views_total,views_unique
/mathesar-foundation/mathesar,261,157
/mathesar-foundation/mathesar/pulls,154,8
/mathesar-foundation/mathesar/issues,101,22
/mathesar-foundation/mathesar/commits/develop,29,4
/mathesar-foundation/mathesar/blob/develop/CONTRIBUTING.md,24,8
/mathesar-foundation/mathesar/pull/3704,24,3
/mathesar-foundation/mathesar/tree/develop/mathesar/tests,24,2
/mathesar-foundation/mathesar/tree/develop/mathesar,23,6
/mathesar-foundation/mathesar/blob/develop/docker-compose.yml,22,7
/mathesar-foundation/mathesar/pull/3711,21,3
