time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-26 00:00:00+00:00,170,15,241,58
2025-05-27 00:00:00+00:00,924,43,342,57
2025-05-28 00:00:00+00:00,1072,35,292,35
2025-05-29 00:00:00+00:00,657,38,207,47
2025-05-30 00:00:00+00:00,437,24,110,52
2025-05-31 00:00:00+00:00,14,5,51,25
2025-06-01 00:00:00+00:00,21,8,26,17
2025-06-02 00:00:00+00:00,704,22,232,42
2025-06-03 00:00:00+00:00,1129,28,288,43
2025-06-04 00:00:00+00:00,671,22,229,38
2025-06-05 00:00:00+00:00,329,28,223,43
2025-06-06 00:00:00+00:00,43,16,69,41
2025-06-07 00:00:00+00:00,23,12,61,27
2025-06-08 00:00:00+00:00,9,9,105,30
