time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-03 00:00:00+00:00,369,14,157,56
2025-09-04 00:00:00+00:00,642,32,119,46
2025-09-05 00:00:00+00:00,264,26,150,47
2025-09-06 00:00:00+00:00,8,8,83,31
2025-09-07 00:00:00+00:00,20,10,45,19
2025-09-08 00:00:00+00:00,1634,53,205,43
2025-09-09 00:00:00+00:00,541,30,195,39
2025-09-10 00:00:00+00:00,733,30,173,49
2025-09-11 00:00:00+00:00,1659,42,209,36
2025-09-12 00:00:00+00:00,1120,40,101,28
2025-09-13 00:00:00+00:00,84,18,41,27
2025-09-14 00:00:00+00:00,40,23,75,46
2025-09-15 00:00:00+00:00,713,42,185,54
2025-09-16 00:00:00+00:00,569,50,237,47
