time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-06 00:00:00+00:00,338,60,61,47
2026-07-07 00:00:00+00:00,326,43,98,44
2026-07-08 00:00:00+00:00,170,38,67,33
2026-07-09 00:00:00+00:00,437,203,49,28
2026-07-10 00:00:00+00:00,467,54,64,36
2026-07-11 00:00:00+00:00,398,180,199,53
2026-07-12 00:00:00+00:00,449,37,137,44
2026-07-13 00:00:00+00:00,438,54,117,46
2026-07-14 00:00:00+00:00,78,34,102,48
2026-07-15 00:00:00+00:00,182,36,97,57
2026-07-16 00:00:00+00:00,198,76,73,49
2026-07-17 00:00:00+00:00,141,45,78,37
2026-07-18 00:00:00+00:00,182,58,60,46
2026-07-19 00:00:00+00:00,144,59,64,51
