time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-31 00:00:00+00:00,2,2,56,18
2025-01-01 00:00:00+00:00,3,2,29,17
2025-01-02 00:00:00+00:00,73,1,150,29
2025-01-03 00:00:00+00:00,703,7,140,17
2025-01-04 00:00:00+00:00,5,5,40,14
2025-01-05 00:00:00+00:00,2,2,55,23
2025-01-06 00:00:00+00:00,848,7,252,32
2025-01-07 00:00:00+00:00,1602,6,196,20
2025-01-08 00:00:00+00:00,1470,14,278,41
2025-01-09 00:00:00+00:00,803,12,120,29
2025-01-10 00:00:00+00:00,484,8,77,22
2025-01-11 00:00:00+00:00,4,3,25,17
2025-01-12 00:00:00+00:00,72,3,70,17
2025-01-13 00:00:00+00:00,813,9,122,24
