url_path,views_total,views_unique
/mathesar-foundation/mathesar,520,322
/mathesar-foundation/mathesar/pulls,167,15
/mathesar-foundation/mathesar/issues,134,33
/mathesar-foundation/mathesar/pull/4525,64,5
/mathesar-foundation/mathesar/pull/4525/files,36,4
/mathesar-foundation/mathesar/pull/4534,34,9
/mathesar-foundation/mathesar/issues/4509,23,8
/mathesar-foundation/mathesar/pull/4483,23,5
/mathesar-foundation/mathesar/blob/develop/docker-compose.yml,21,12
/mathesar-foundation/mathesar/pull/4507,21,8
