url_path,views_total,views_unique
/mathesar-foundation/mathesar,709,443
/mathesar-foundation/mathesar/issues,210,41
/mathesar-foundation/mathesar/pulls,124,14
/mathesar-foundation/mathesar/pull/3506,33,6
/mathesar-foundation/mathesar/blob/develop/docker-compose.yml,22,9
/mathesar-foundation/mathesar/tree/develop/mathesar,21,9
/mathesar-foundation/mathesar/pull/3489,20,3
/mathesar-foundation/mathesar/issues/2662,19,2
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,18,7
/mathesar-foundation/mathesar/pull/3507,18,5
