referrer,views_total,views_unique
github.com,527,53
Google,311,78
docs.mathesar.org,133,30
mathesar.org,132,51
wiki.postgresql.org,27,19
ecosia.org,25,2
DuckDuckGo,23,7
wiki.mathesar.org,13,5
Bing,12,6
news.hada.io,8,5
