url_path,views_total,views_unique
/mathesar-foundation/mathesar,372,223
/mathesar-foundation/mathesar/blob/develop/CONTRIBUTING.md,127,15
/mathesar-foundation/mathesar/issues,77,51
/mathesar-foundation/mathesar/blob/develop/DEVELOPER_GUIDE.md,50,7
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,34,9
/mathesar-foundation/mathesar/discussions,27,7
/mathesar-foundation/mathesar/labels,26,13
/mathesar-foundation/mathesar/issues/3444,22,9
/mathesar-foundation/mathesar/pulls,21,13
/mathesar-foundation/mathesar/tree/develop/db,20,5
