url_path,views_total,views_unique
/mathesar-foundation/mathesar,15101,12150
/mathesar-foundation/mathesar/pulls,534,42
/mathesar-foundation/mathesar/commit/9ff1a41f851aeffdf421c232f3cbdf6a72f6a0a5,290,249
/mathesar-foundation/mathesar/issues,286,120
/mathesar-foundation/mathesar/tree/develop/mathesar,164,131
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,138,116
/mathesar-foundation/mathesar/tree/develop/mathesar_ui/src,62,55
/mathesar-foundation/mathesar/releases,62,23
/mathesar-foundation/mathesar/pull/4152,53,3
/mathesar-foundation/mathesar/pull/4168,52,3
