url_path,views_total,views_unique
/mathesar-foundation/mathesar,483,336
/mathesar-foundation/mathesar/issues,82,30
/mathesar-foundation/mathesar/pulls,74,10
/mathesar-foundation/mathesar/pull/4380,31,4
/mathesar-foundation/mathesar/pull/4399,29,6
/mathesar-foundation/mathesar/pull/4426,20,5
/mathesar-foundation/mathesar/discussions,16,9
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,14,12
/mathesar-foundation/mathesar/tree/develop/mathesar,14,10
/mathesar-foundation/mathesar/issues/4418,13,4
