url_path,views_total,views_unique
/mathesar-foundation/mathesar,584,375
/mathesar-foundation/mathesar/issues,162,30
/mathesar-foundation/mathesar/pulls,97,13
/mathesar-foundation/mathesar/pull/3506,33,6
/mathesar-foundation/mathesar/issues/2662,19,2
/mathesar-foundation/mathesar/pull/3507,18,5
/mathesar-foundation/mathesar/blob/develop/Dockerfile,18,3
/mathesar-foundation/mathesar/tree/develop/mathesar,17,7
/mathesar-foundation/mathesar/issues/3511,17,6
/mathesar-foundation/mathesar/discussions,15,5
