url_path,views_total,views_unique
/mathesar-foundation/mathesar,752,491
/mathesar-foundation/mathesar/pulls,243,20
/mathesar-foundation/mathesar/issues,186,51
/mathesar-foundation/mathesar/tree/develop/mathesar,44,17
/mathesar-foundation/mathesar/pull/4331,29,5
/mathesar-foundation/mathesar/discussions,23,10
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,22,15
/mathesar-foundation/mathesar/pull/4348,20,3
/mathesar-foundation/mathesar/issues/3969,19,4
/mathesar-foundation/mathesar/pull/4337,18,2
