referrer,views_total,views_unique
github.com,654,77
wiki.mathesar.org,475,22
mathesar.org,402,100
Google,356,65
us.search.yahoo.com,74,1
docs.mathesar.org,66,13
summerofcode.withgoogle.com,36,19
app.100xdevs.com,35,1
news.ycombinator.com,32,11
groups.google.com,20,4
