url_path,views_total,views_unique
/mathesar-foundation/mathesar,569,360
/mathesar-foundation/mathesar/issues,140,45
/mathesar-foundation/mathesar/pulls,50,20
/mathesar-foundation/mathesar/discussions,24,8
/mathesar-foundation/mathesar/releases/tag/0.9.0,23,16
/mathesar-foundation/mathesar/blob/develop/docker-compose.yml,18,14
/mathesar-foundation/mathesar/blob/0.6.0/db/sql/test_startup.sql,17,1
/mathesar-foundation/mathesar/releases,16,14
/mathesar-foundation/mathesar/milestones,13,4
/mathesar-foundation/mathesar/blob/develop/Dockerfile,10,7
