time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-24 00:00:00+00:00,1594,52,233,62
2025-06-25 00:00:00+00:00,681,29,132,39
2025-06-26 00:00:00+00:00,314,27,209,43
2025-06-27 00:00:00+00:00,1061,29,279,49
2025-06-28 00:00:00+00:00,240,30,122,26
2025-06-29 00:00:00+00:00,18,9,37,23
2025-06-30 00:00:00+00:00,303,25,216,53
2025-07-01 00:00:00+00:00,1581,61,259,75
2025-07-02 00:00:00+00:00,240,39,329,49
2025-07-03 00:00:00+00:00,1824,67,254,59
2025-07-04 00:00:00+00:00,1024,41,124,37
2025-07-05 00:00:00+00:00,124,20,12,12
2025-07-06 00:00:00+00:00,26,17,48,26
2025-07-07 00:00:00+00:00,194,33,149,43
