url_path,views_total,views_unique
/mathesar-foundation/mathesar,744,501
/mathesar-foundation/mathesar/issues,188,37
/mathesar-foundation/mathesar/pulls,146,12
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,37,15
/mathesar-foundation/mathesar/pull/3489,35,3
/mathesar-foundation/mathesar/commits/develop,25,6
/mathesar-foundation/mathesar/tree/develop/mathesar,24,9
/mathesar-foundation/mathesar/pull/3486,22,5
/mathesar-foundation/mathesar/blob/develop/docker-compose.yml,20,8
/mathesar-foundation/mathesar/discussions,18,5
