referrer,views_total,views_unique
github.com,836,95
Google,562,60
mathesar.org,379,80
summerofcode.withgoogle.com,125,22
us.search.yahoo.com,74,1
docs.mathesar.org,41,10
up-for-grabs.net,26,9
wiki.mathesar.org,23,6
news.ycombinator.com,22,12
aritra8438.github.io,20,3
