url_path,views_total,views_unique
/mathesar-foundation/mathesar,418,292
/mathesar-foundation/mathesar/pulls,129,15
/mathesar-foundation/mathesar/issues,95,24
/mathesar-foundation/mathesar/issues/3601,18,7
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,18,6
/mathesar-foundation/mathesar/tree/develop/mathesar,17,3
/mathesar-foundation/mathesar/pull/3822,16,2
/mathesar-foundation/mathesar/pull/3802,15,5
/mathesar-foundation/mathesar/blob/develop/.github/workflows/test-and-lint-code.yml,14,7
/mathesar-foundation/mathesar/blob/develop/docker-compose.yml,14,6
