time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-07 00:00:00+00:00,20,10,45,19
2025-09-08 00:00:00+00:00,1634,53,205,43
2025-09-09 00:00:00+00:00,541,30,195,39
2025-09-10 00:00:00+00:00,733,30,173,49
2025-09-11 00:00:00+00:00,1659,42,209,36
2025-09-12 00:00:00+00:00,1120,40,101,28
2025-09-13 00:00:00+00:00,84,18,41,27
2025-09-14 00:00:00+00:00,40,23,75,46
2025-09-15 00:00:00+00:00,713,42,185,54
2025-09-16 00:00:00+00:00,713,54,244,48
2025-09-17 00:00:00+00:00,3398,109,413,42
2025-09-18 00:00:00+00:00,1438,70,386,32
2025-09-19 00:00:00+00:00,1024,67,325,53
2025-09-20 00:00:00+00:00,39,17,34,21
