url_path,views_total,views_unique
/mathesar-foundation/mathesar,463,198
/mathesar-foundation/mathesar/pulls,270,8
/mathesar-foundation/mathesar/issues,215,21
/mathesar-foundation/mathesar/pulls/assigned/pavish,57,1
/mathesar-foundation/mathesar/tree/develop/mathesar,54,6
/mathesar-foundation/mathesar/discussions,29,8
/mathesar-foundation/mathesar/tree/develop/mathesar/api,28,4
/mathesar-foundation/mathesar/tree/develop/mathesar/api/db,25,3
/mathesar-foundation/mathesar/pull/3855,25,2
/mathesar-foundation/mathesar/pull/3838,24,2
