referrer,views_total,views_unique
github.com,251,60
mathesar.org,147,60
Google,139,60
docs.mathesar.org,75,23
away.vk.com,41,35
postgresweekly.com,22,19
DuckDuckGo,18,4
mail.google.com,17,15
news.ycombinator.com,14,11
copilot.microsoft.com,14,1
