url_path,views_total,views_unique
/mathesar-foundation/mathesar,330,246
/mathesar-foundation/mathesar/pulls,221,18
/mathesar-foundation/mathesar/issues,119,36
/mathesar-foundation/mathesar/blob/develop/CONTRIBUTING.md,34,14
/mathesar-foundation/mathesar/pull/3689,34,4
/mathesar-foundation/mathesar/pull/3700,33,5
/mathesar-foundation/mathesar/pull/3651,32,4
/mathesar-foundation/mathesar/pull/3685,32,3
/mathesar-foundation/mathesar/pull/3691,29,4
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,22,6
