time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-26 00:00:00+00:00,6,6,44,19
2024-10-27 00:00:00+00:00,4,3,24,17
2024-10-28 00:00:00+00:00,736,9,120,22
2024-10-29 00:00:00+00:00,219,7,193,33
2024-10-30 00:00:00+00:00,387,2,203,34
2024-10-31 00:00:00+00:00,87,1,91,21
2024-11-01 00:00:00+00:00,2,2,57,12
2024-11-02 00:00:00+00:00,4,4,19,9
2024-11-03 00:00:00+00:00,2,2,33,12
2024-11-04 00:00:00+00:00,45,4,141,33
2024-11-05 00:00:00+00:00,210,4,142,25
2024-11-06 00:00:00+00:00,162,3,142,28
2024-11-07 00:00:00+00:00,209,9,153,28
2024-11-08 00:00:00+00:00,215,3,63,27
