time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-26 00:00:00+00:00,152,3,20,12
2025-01-27 00:00:00+00:00,1157,13,294,22
2025-01-28 00:00:00+00:00,2896,26,578,50
2025-01-29 00:00:00+00:00,660,6,273,62
2025-01-30 00:00:00+00:00,861,55,11593,8477
2025-01-31 00:00:00+00:00,26,23,4513,3422
2025-02-01 00:00:00+00:00,13,9,1250,739
2025-02-02 00:00:00+00:00,13,9,1190,719
2025-02-03 00:00:00+00:00,224,14,942,605
2025-02-04 00:00:00+00:00,511,25,651,401
2025-02-05 00:00:00+00:00,228,13,714,382
2025-02-06 00:00:00+00:00,81,9,446,216
2025-02-07 00:00:00+00:00,25,16,450,213
2025-02-08 00:00:00+00:00,3,3,292,158
