url_path,views_total,views_unique
/mathesar-foundation/mathesar,624,304
/mathesar-foundation/mathesar/issues,407,122
/mathesar-foundation/mathesar/pulls,181,37
/mathesar-foundation/mathesar/blob/develop/CONTRIBUTING.md,177,59
/mathesar-foundation/mathesar/blob/develop/DEVELOPER_GUIDE.md,128,26
/mathesar-foundation/mathesar/pull/3343,98,9
/mathesar-foundation/mathesar/labels,62,29
/mathesar-foundation/mathesar/blob/master/db/types/operations/cast.py,60,2
/mathesar-foundation/mathesar/tree/develop/mathesar,46,13
/mathesar-foundation/mathesar/pull/3351,45,4
