time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-05 00:00:00+00:00,12,6,179,31
2023-11-06 00:00:00+00:00,215,16,316,41
2023-11-07 00:00:00+00:00,148,17,349,45
2023-11-08 00:00:00+00:00,93,10,242,18
2023-11-09 00:00:00+00:00,243,9,162,24
2023-11-10 00:00:00+00:00,28,5,207,31
2023-11-11 00:00:00+00:00,4,4,77,19
2023-11-12 00:00:00+00:00,42,4,71,18
2023-11-13 00:00:00+00:00,49,7,230,34
2023-11-14 00:00:00+00:00,40,4,225,37
2023-11-15 00:00:00+00:00,67,8,361,38
2023-11-16 00:00:00+00:00,96,14,293,84
2023-11-17 00:00:00+00:00,170,17,330,52
2023-11-18 00:00:00+00:00,41,9,232,38
