time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-19 00:00:00+00:00,19,4,57,20
2024-02-20 00:00:00+00:00,24,4,111,34
2024-02-21 00:00:00+00:00,60,4,136,31
2024-02-22 00:00:00+00:00,53,13,97,28
2024-02-23 00:00:00+00:00,10,7,139,19
2024-02-24 00:00:00+00:00,7,7,147,18
2024-02-25 00:00:00+00:00,86,7,49,23
2024-02-26 00:00:00+00:00,169,13,193,29
2024-02-27 00:00:00+00:00,79,14,158,29
2024-02-28 00:00:00+00:00,269,25,186,44
2024-02-29 00:00:00+00:00,107,17,161,38
2024-03-01 00:00:00+00:00,8,6,175,32
2024-03-02 00:00:00+00:00,9,9,264,27
2024-03-03 00:00:00+00:00,5,4,53,11
