time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-12 00:00:00+00:00,693,69,52,26
2026-05-13 00:00:00+00:00,1089,108,117,24
2026-05-14 00:00:00+00:00,193,45,94,43
2026-05-15 00:00:00+00:00,1588,118,94,29
2026-05-16 00:00:00+00:00,70,30,26,17
2026-05-17 00:00:00+00:00,60,45,58,33
2026-05-18 00:00:00+00:00,67,39,115,45
2026-05-19 00:00:00+00:00,130,61,85,27
2026-05-20 00:00:00+00:00,599,91,94,37
2026-05-21 00:00:00+00:00,81,41,91,27
2026-05-22 00:00:00+00:00,446,79,122,76
2026-05-23 00:00:00+00:00,147,63,92,37
2026-05-24 00:00:00+00:00,104,60,46,22
2026-05-25 00:00:00+00:00,779,94,444,54
