time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-09 00:00:00+00:00,10,10,365,38
2023-12-10 00:00:00+00:00,59,7,418,33
2023-12-11 00:00:00+00:00,96,16,482,43
2023-12-12 00:00:00+00:00,290,17,360,41
2023-12-13 00:00:00+00:00,219,14,403,51
2023-12-14 00:00:00+00:00,74,15,260,47
2023-12-15 00:00:00+00:00,56,7,360,51
2023-12-16 00:00:00+00:00,9,9,544,33
2023-12-17 00:00:00+00:00,60,5,109,29
2023-12-18 00:00:00+00:00,155,12,371,41
2023-12-19 00:00:00+00:00,90,10,214,45
2023-12-20 00:00:00+00:00,70,5,319,50
2023-12-21 00:00:00+00:00,67,7,221,44
2023-12-22 00:00:00+00:00,13,4,331,38
