url_path,views_total,views_unique
/mathesar-foundation/mathesar,848,624
/mathesar-foundation/mathesar/issues,158,55
/mathesar-foundation/mathesar/pulls,97,28
/mathesar-foundation/mathesar/pull/5203,25,5
/mathesar-foundation/mathesar/releases,22,18
/mathesar-foundation/mathesar/releases/tag/0.9.0,20,16
/mathesar-foundation/mathesar/discussions,18,10
/mathesar-foundation/mathesar/pull/5200,18,3
/mathesar-foundation/mathesar/blob/develop/docker-compose.yml,13,13
/mathesar-foundation/mathesar/releases/tag/0.8.0,12,10
