url_path,views_total,views_unique
/mathesar-foundation/mathesar,644,354
/mathesar-foundation/mathesar/issues,363,65
/mathesar-foundation/mathesar/pulls,189,24
/mathesar-foundation/mathesar/issues/2376,31,5
/mathesar-foundation/mathesar/compare/develop...manojponnusamy2032-star:mathesar-manoj:drop-database-3862-clean,29,2
/mathesar-foundation/mathesar/pull/5153,26,3
/mathesar-foundation/mathesar/tree/develop/mathesar,25,10
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,25,8
/mathesar-foundation/mathesar/issues/3862,25,6
/mathesar-foundation/mathesar/issues/5160,24,10
