time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-13 00:00:00+00:00,877,4,169,25
2024-12-14 00:00:00+00:00,6,4,42,12
2024-12-15 00:00:00+00:00,10,6,95,14
2024-12-16 00:00:00+00:00,212,4,195,21
2024-12-17 00:00:00+00:00,145,5,229,35
2024-12-18 00:00:00+00:00,1183,7,433,29
2024-12-19 00:00:00+00:00,428,5,197,32
2024-12-20 00:00:00+00:00,11,5,89,26
2024-12-21 00:00:00+00:00,3,3,24,14
2024-12-22 00:00:00+00:00,4,2,27,14
2024-12-23 00:00:00+00:00,141,2,120,22
2024-12-24 00:00:00+00:00,634,7,147,19
2024-12-25 00:00:00+00:00,6,5,98,22
2024-12-26 00:00:00+00:00,3,1,54,23
