time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-15 00:00:00+00:00,493,14,403,67
2024-10-16 00:00:00+00:00,201,15,157,36
2024-10-17 00:00:00+00:00,244,10,85,24
2024-10-18 00:00:00+00:00,293,7,111,26
2024-10-19 00:00:00+00:00,5,5,17,12
2024-10-20 00:00:00+00:00,3,3,22,19
2024-10-21 00:00:00+00:00,43,5,73,26
2024-10-22 00:00:00+00:00,705,10,256,25
2024-10-23 00:00:00+00:00,765,13,214,29
2024-10-24 00:00:00+00:00,642,5,131,26
2024-10-25 00:00:00+00:00,181,4,98,32
2024-10-26 00:00:00+00:00,6,6,44,19
2024-10-27 00:00:00+00:00,4,3,24,17
2024-10-28 00:00:00+00:00,735,8,117,19
