time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-14 00:00:00+00:00,5,5,281,30
2024-02-15 00:00:00+00:00,10,6,116,29
2024-02-16 00:00:00+00:00,3,3,84,25
2024-02-17 00:00:00+00:00,4,4,65,18
2024-02-18 00:00:00+00:00,26,5,81,25
2024-02-19 00:00:00+00:00,19,4,57,20
2024-02-20 00:00:00+00:00,24,4,111,34
2024-02-21 00:00:00+00:00,60,4,136,31
2024-02-22 00:00:00+00:00,53,13,97,28
2024-02-23 00:00:00+00:00,10,7,139,19
2024-02-24 00:00:00+00:00,7,7,147,18
2024-02-25 00:00:00+00:00,86,7,49,23
2024-02-26 00:00:00+00:00,169,13,193,29
2024-02-27 00:00:00+00:00,78,13,155,28
