url_path,views_total,views_unique
/mathesar-foundation/mathesar,293,199
/mathesar-foundation/mathesar/pulls,236,10
/mathesar-foundation/mathesar/issues,95,28
/mathesar-foundation/mathesar/tree/develop/mathesar_ui/src,35,3
/mathesar-foundation/mathesar/pull/3685,34,3
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,32,7
/mathesar-foundation/mathesar/pull/3665,28,5
/mathesar-foundation/mathesar/pull/3669,26,3
/mathesar-foundation/mathesar/pull/3689,23,3
/mathesar-foundation/mathesar/pull/3684,23,2
