url_path,views_total,views_unique
/mathesar-foundation/mathesar,247,170
/mathesar-foundation/mathesar/issues,109,32
/mathesar-foundation/mathesar/pulls,94,12
/mathesar-foundation/mathesar/discussions,35,8
/mathesar-foundation/mathesar/tree/develop/mathesar,30,9
/mathesar-foundation/mathesar/issues/3516,26,4
/mathesar-foundation/mathesar/pull/3623,18,4
/mathesar-foundation/mathesar/blob/develop/CONTRIBUTING.md,16,5
/mathesar-foundation/mathesar/pull/3620,14,3
/mathesar-foundation/mathesar/issues/2987,13,10
