time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-14 00:00:00+00:00,74,15,260,47
2023-12-15 00:00:00+00:00,56,7,360,51
2023-12-16 00:00:00+00:00,9,9,544,33
2023-12-17 00:00:00+00:00,60,5,109,29
2023-12-18 00:00:00+00:00,155,12,371,41
2023-12-19 00:00:00+00:00,90,10,214,45
2023-12-20 00:00:00+00:00,70,5,319,50
2023-12-21 00:00:00+00:00,67,7,221,44
2023-12-22 00:00:00+00:00,14,5,334,38
2023-12-23 00:00:00+00:00,7,7,208,34
2023-12-24 00:00:00+00:00,7,5,227,32
2023-12-25 00:00:00+00:00,6,6,121,28
2023-12-26 00:00:00+00:00,10,4,166,34
2023-12-27 00:00:00+00:00,9,7,207,31
