url_path,views_total,views_unique
/mathesar-foundation/mathesar,505,312
/mathesar-foundation/mathesar/pulls,82,19
/mathesar-foundation/mathesar/issues,64,26
/mathesar-foundation/mathesar/releases,26,22
/mathesar-foundation/mathesar/releases/tag/0.10.0,25,21
/mathesar-foundation/mathesar/discussions,20,9
/mathesar-foundation/mathesar/pull/5247,20,3
/mathesar-foundation/mathesar/blob/develop/docker-compose.yml,15,13
/mathesar-foundation/mathesar/releases/tag/0.9.0,11,11
/mathesar-foundation/mathesar/tree/develop,11,6
