url_path,views_total,views_unique
/mathesar-foundation/mathesar,599,312
/mathesar-foundation/mathesar/issues,301,77
/mathesar-foundation/mathesar/pulls,194,24
/mathesar-foundation/mathesar/blob/develop/DEVELOPER_GUIDE.md,104,15
/mathesar-foundation/mathesar/pull/3323,77,6
/mathesar-foundation/mathesar/blob/develop/CONTRIBUTING.md,67,17
/centerofci/mathesar/blob/develop/CONTRIBUTING.md,62,1
/mathesar-foundation/mathesar/issues/3314,49,9
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,40,13
/mathesar-foundation/mathesar/tree/develop/mathesar,33,9
