time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-06 00:00:00+00:00,946.0,36.0,450,103
2025-08-07 00:00:00+00:00,67.0,20.0,146,56
2025-08-08 00:00:00+00:00,72.0,8.0,257,120
2025-08-09 00:00:00+00:00,23.0,12.0,110,89
2025-08-10 00:00:00+00:00,22.0,9.0,55,35
2025-08-11 00:00:00+00:00,2349.0,58.0,474,68
2025-08-12 00:00:00+00:00,1197.0,37.0,186,72
2025-08-13 00:00:00+00:00,810.0,24.0,227,53
2025-08-14 00:00:00+00:00,27.0,6.0,190,58
2025-08-15 00:00:00+00:00,,,325,46
2025-08-16 00:00:00+00:00,,,56,37
2025-08-17 00:00:00+00:00,,,46,30
2025-08-18 00:00:00+00:00,,,246,83
2025-08-19 00:00:00+00:00,,,88,24
