time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-20 00:00:00+00:00,315,242,161,121
2026-08-21 00:00:00+00:00,1500,262,91,51
2026-08-22 00:00:00+00:00,238,64,76,38
2026-08-23 00:00:00+00:00,1241,368,134,53
2026-08-24 00:00:00+00:00,506,227,126,66
2026-08-25 00:00:00+00:00,347,327,109,57
2026-08-26 00:00:00+00:00,451,444,105,58
2026-08-27 00:00:00+00:00,941,434,82,51
2026-08-28 00:00:00+00:00,598,535,91,43
2026-08-29 00:00:00+00:00,3184,146,37,20
2026-08-30 00:00:00+00:00,559,28,60,34
2026-08-31 00:00:00+00:00,1229,84,84,47
2026-09-01 00:00:00+00:00,862,377,103,56
2026-09-02 00:00:00+00:00,956,385,80,44
