time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-11 00:00:00+00:00,124,52,87,32
2026-06-12 00:00:00+00:00,856,70,144,94
2026-06-13 00:00:00+00:00,93,45,233,170
2026-06-14 00:00:00+00:00,792,88,51,30
2026-06-15 00:00:00+00:00,394,67,69,35
2026-06-16 00:00:00+00:00,1261,131,59,20
2026-06-17 00:00:00+00:00,2703,132,121,37
2026-06-18 00:00:00+00:00,1059,76,104,42
2026-06-19 00:00:00+00:00,287,142,119,29
2026-06-20 00:00:00+00:00,165,55,85,38
2026-06-21 00:00:00+00:00,189,62,74,24
2026-06-22 00:00:00+00:00,224,77,113,45
2026-06-23 00:00:00+00:00,843,92,68,35
2026-06-24 00:00:00+00:00,1163,81,87,43
