url_path,views_total,views_unique
/mathesar-foundation/mathesar,408,241
/mathesar-foundation/mathesar/blob/develop/CONTRIBUTING.md,122,17
/mathesar-foundation/mathesar/issues,88,54
/mathesar-foundation/mathesar/blob/develop/DEVELOPER_GUIDE.md,58,9
/mathesar-foundation/mathesar/discussions,38,7
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,34,7
/mathesar-foundation/mathesar/blob/develop/mathesar/api/db/viewsets/tables.py,28,3
/mathesar-foundation/mathesar/labels,27,14
/mathesar-foundation/mathesar/tree/develop/db,24,6
/mathesar-foundation/mathesar/issues/3444,22,9
