url_path,views_total,views_unique
/mathesar-foundation/mathesar,451,332
/mathesar-foundation/mathesar/issues,77,29
/mathesar-foundation/mathesar/pulls,72,10
/mathesar-foundation/mathesar/pull/4380,26,5
/mathesar-foundation/mathesar/pull/4426,24,5
/mathesar-foundation/mathesar/pull/4399,20,6
/mathesar-foundation/mathesar/discussions,15,8
/mathesar-foundation/mathesar/tree/develop/mathesar,14,10
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,14,10
/mathesar-foundation/mathesar/issues/4418,12,4
