url_path,views_total,views_unique
/mathesar-foundation/mathesar,596,353
/mathesar-foundation/mathesar/issues,320,60
/mathesar-foundation/mathesar/pulls,179,29
/mathesar-foundation/mathesar/issues/3397,52,11
/mathesar-foundation/mathesar/issues/4901,37,11
/mathesar-foundation/mathesar/compare/develop...manojponnusamy2032-star:mathesar-manoj:feat/delete-record-from-record-page,31,5
/mathesar-foundation/mathesar/compare/develop...manojponnusamy2032-star:mathesar-manoj:drop-database-3862-clean,29,2
/mathesar-foundation/mathesar/issues/3862,28,8
/mathesar-foundation/mathesar/issues/2411,28,6
/mathesar-foundation/mathesar/pull/5106,27,4
