url_path,views_total,views_unique
/mathesar-foundation/mathesar,864,401
/mathesar-foundation/mathesar/pulls,823,37
/mathesar-foundation/mathesar/issues,648,69
/mathesar-foundation/mathesar/pull/5112,92,12
/mathesar-foundation/mathesar/pull/5126,75,7
/mathesar-foundation/mathesar/pull/5085,72,8
/mathesar-foundation/mathesar/pull/5123,72,8
/mathesar-foundation/mathesar/pull/5095,59,9
/mathesar-foundation/mathesar/issues/5115,52,28
/mathesar-foundation/mathesar/compare/develop...karthikeyan24-kk:mathesar:issue-4721-fix-column-reset,48,6
