url_path,views_total,views_unique
/mathesar-foundation/mathesar,415,300
/mathesar-foundation/mathesar/issues,46,36
/mathesar-foundation/mathesar/pulls,37,14
/mathesar-foundation/mathesar/discussions,20,12
/mathesar-foundation/mathesar/releases,12,9
/mathesar-foundation/mathesar/pull/5348,11,2
/mathesar-foundation/mathesar/commits/develop/mathesar_ui/src,10,1
/mathesar-foundation/mathesar/releases/tag/0.12.0,8,8
/mathesar-foundation/mathesar/discussions/1035,6,6
/mathesar-foundation/mathesar/commits/develop,6,5
