time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-26 00:00:00+00:00,514,11,195,29
2024-08-27 00:00:00+00:00,324,11,274,33
2024-08-28 00:00:00+00:00,464,8,302,42
2024-08-29 00:00:00+00:00,168,4,179,32
2024-08-30 00:00:00+00:00,201,7,69,25
2024-08-31 00:00:00+00:00,7,4,24,18
2024-09-01 00:00:00+00:00,7,4,26,19
2024-09-02 00:00:00+00:00,303,6,156,40
2024-09-03 00:00:00+00:00,68,6,103,32
2024-09-04 00:00:00+00:00,249,3,152,33
2024-09-05 00:00:00+00:00,243,6,158,32
2024-09-06 00:00:00+00:00,121,6,108,33
2024-09-07 00:00:00+00:00,7,5,66,33
2024-09-08 00:00:00+00:00,7,6,94,72
