url_path,views_total,views_unique
/mathesar-foundation/mathesar,702,477
/mathesar-foundation/mathesar/issues,159,47
/mathesar-foundation/mathesar/pulls,106,23
/mathesar-foundation/mathesar/tree/develop/mathesar,36,19
/mathesar-foundation/mathesar/discussions,31,12
/mathesar-foundation/mathesar/releases,24,11
/mathesar-foundation/mathesar/issues/4333,20,5
/mathesar-foundation/mathesar/pull/4369,18,6
/mathesar-foundation/mathesar/pull/4375,17,6
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,16,12
