referrer,views_total,views_unique
github.com,864,81
Google,532,59
mathesar.org,457,100
wiki.mathesar.org,149,18
docs.mathesar.org,89,14
us.search.yahoo.com,74,1
summerofcode.withgoogle.com,58,21
app.100xdevs.com,32,1
news.ycombinator.com,24,11
com.google.android.gm,20,8
