url_path,views_total,views_unique
/mathesar-foundation/mathesar,589,357
/mathesar-foundation/mathesar/issues,255,105
/mathesar-foundation/mathesar/pulls,110,30
/mathesar-foundation/mathesar/blob/develop/CONTRIBUTING.md,98,27
/mathesar-foundation/mathesar/blob/develop/DEVELOPER_GUIDE.md,64,17
/mathesar-foundation/mathesar/tree/develop/mathesar,49,14
/mathesar-foundation/mathesar/issues/3216,43,38
/mathesar-foundation/mathesar/labels,43,25
/mathesar-foundation/mathesar/issues/3380,39,27
/mathesar-foundation/mathesar/blob/38cdbe84a91a9424ba02828cb278abf24db37edc/mathesar/api/db/viewsets/tables.py,38,3
