id,Movie,Production Company
4737,51763,14
4738,332979,37765
4739,82327,7307
4740,43902,4
4741,105503,39932
4742,15749,12087
4743,184098,49968
4744,8981,2452
4745,103432,2166
4746,39415,9
4747,79526,38355
4748,6687,10843
4749,30307,441
4750,64683,27072
4751,126963,306
4752,128612,21750
4753,186869,8411
4754,356161,11794
4755,335053,104
4756,147773,14319
4757,21583,7382
4758,33333,62452
4759,381691,77133
4760,255160,43092
4761,333663,7308
4762,35129,5527
4763,72611,14809
4764,129359,8222
4765,346672,7738
4766,33689,11661
4767,177271,429
4768,33788,14739
4769,63681,1664
4770,88273,76
4771,10991,89164
4772,3595,90663
4773,1599,258
4774,438597,86050
4775,27259,10163
4776,137182,24845
4777,82,52846
4778,47119,5358
4779,1416,12743
4780,14073,2320
4781,41076,16270
4782,71041,1724
4783,83761,11460
4784,40127,7173
4785,123961,5533
4786,25520,980
4787,97051,23858
4788,61548,4665
4789,139463,3492
4790,377447,90634
4791,303542,67678
4792,91380,22411
4793,285869,11220
4794,31111,26879
4795,107976,2073
4796,63831,6301
4797,352025,1742
4798,118640,3154
4799,236324,20486
4800,54243,16850
4801,122023,4762
4802,37053,3038
4803,343173,12977
4804,11012,12
4805,9312,4174
4806,292033,2186
4807,186997,17084
4808,24914,11671
4809,333667,89486
4810,49950,3287
4811,371459,70871
4812,57005,86710
4813,31977,34088
4814,21567,3979
4815,32764,224
4816,226354,39281
4817,1904,780
4818,17238,1041
4819,405670,79197
4820,2280,18
4821,74510,7480
4822,403,80
4823,2293,11462
4824,26656,5820
4825,250535,6417
4826,161024,7977
4827,73869,2683
4828,328032,5754
4829,153141,80550
4830,30155,11227
4831,47201,15063
4832,48250,2441
4833,13004,2213
4834,46114,74023
4835,10567,10217
4836,398633,42479
4837,25643,4403
4838,4441,37811
4839,210910,29366
4840,286521,906
4841,11979,6194
4842,32657,436
4843,425774,89446
4844,60665,3801
4845,279179,1251
4846,9042,3287
4847,3057,67082
4848,58,19936
4849,21752,13969
4850,403119,7405
4851,12920,27
4852,63876,21078
4853,379,306
4854,1387,15830
4855,104744,9181
4856,140814,30535
4857,29239,33
4858,24752,5542
4859,9423,552
4860,169,1302
4861,177572,2
4862,413052,22891
4863,72474,6194
4864,47119,28400
4865,11880,8900
4866,85494,13709
4867,87204,17513
4868,377447,36958
4869,11832,235
4870,2731,208
4871,10066,79
4872,90125,2265
4873,6443,81694
4874,119926,14035
4875,72207,10105
4876,10740,12
4877,35656,71490
4878,181753,51277
4879,290316,81541
4880,26880,14937
4881,69315,7534
4882,43172,6
4883,10696,89627
4884,18932,3558
4885,30202,23843
4886,1595,26469
4887,73896,10330
4888,20304,91637
4889,83430,12341
4890,120972,30336
4891,163,129
4892,59838,6194
4893,2002,11246
4894,46029,9195
4895,333667,89489
4896,304613,24650
4897,83389,11726
4898,69035,14
4899,10925,4763
4900,32609,15383
4901,15013,7419
4902,13092,9349
4903,44105,18587
4904,144475,6194
4905,101330,76410
4906,111605,60
4907,11103,335
4908,2625,559
4909,48838,21923
4910,296524,86900
4911,99657,843
4912,427045,4056
4913,10033,54280
4914,306966,70521
4915,38010,27718
4916,338438,16670
4917,375742,37732
4918,94352,2787
4919,314388,9209
4920,2140,5358
4921,101669,22107
4922,21032,56
4923,118957,41905
4924,10162,24356
4925,76788,7143
4926,2454,11442
4927,62764,12006
4928,272693,4022
4929,277558,7587
4930,14164,10893
4931,71329,18367
4932,22051,3459
4933,11385,10696
4934,61904,42810
4935,76170,431
4936,188927,4
4937,22683,11073
4938,8383,62402
4939,290762,67285
4940,134355,8411
4941,31146,13190
4942,81684,5644
4943,1963,684
4944,271185,23752
4945,118059,8411
4946,124821,38567
4947,10950,12
4948,45772,2885
4949,9651,76463
4950,360283,67976
4951,63736,1371
4952,291351,22842
4953,241239,14861
4954,55725,10892
4955,227964,21454
4956,9286,12067
4957,394822,86523
4958,33016,1382
4959,259830,27264
4960,323426,3750
4961,375012,55142
4962,201085,923
4963,287587,55289
4964,95037,441
4965,332411,73316
4966,319340,9
4967,244458,8532
4968,84185,4183
4969,177203,8400
4970,82624,2291
4971,4547,7795
4972,171075,4913
4973,11618,7
4974,369366,71150
4975,348689,7819
4976,101006,35558
4977,61121,64464
4978,18047,12551
4979,105981,5488
4980,360737,7025
4981,4820,1845
4982,280583,60749
4983,375366,85169
4984,103620,1992
4985,346646,12987
4986,2107,960
4987,329010,74006
4988,95504,33
4989,50647,41962
4990,49787,22897
4991,99819,7529
4992,28178,7419
4993,17238,12110
4994,150657,5225
4995,7483,2250
4996,522,9195
4997,8325,5358
4998,17771,805
4999,664,6194
5000,18897,12034
5001,9945,4248
5002,68822,11290
5003,213681,58553
5004,107916,24018
5005,301334,20782
5006,32609,1323
5007,253794,19785
5008,273743,58591
5009,8247,444
5010,123103,18144
5011,62630,7300
5012,120588,441
5013,9945,23895
5014,125990,6426
5015,352164,59649
5016,127864,6778
5017,266030,836
5018,11813,1639
5019,14873,3475
5020,73775,7201
5021,40978,876
5022,85446,491
5023,174925,13400
5024,18352,26819
5025,156,758
5026,24348,78455
5027,48207,16593
5028,84185,25845
5029,104720,306
5030,277967,608
5031,25376,21915
5032,33613,17513
5033,288788,2726
5034,2861,223
5035,29101,25488
5036,31262,5131
5037,11134,2521
5038,84823,14679
5039,191820,19639
5040,93828,9015
5041,59935,223
5042,34512,2789
5043,188858,10113
5044,107073,8861
5045,242382,4928
5046,127585,431
5047,128081,18956
5048,80193,6194
5049,31273,266
5050,123359,23457
5051,48412,5040
5052,154671,9138
5053,75204,14551
5054,8985,18078
5055,44208,4
5056,408024,34495
5057,399612,6639
5058,125520,24827
5059,83890,44396
5060,266082,20881
5061,4806,126
5062,186634,3865
5063,15472,33822
5064,30708,2532
5065,411741,80990
5066,202662,18464
5067,140607,11461
5068,31509,4759
5069,45988,14085
5070,84348,15157
5071,4982,8083
5072,45243,6194
5073,147590,49986
5074,148347,2877
5075,42684,12007
5076,346443,24930
5077,99008,9233
5078,310431,46667
5079,43973,856
5080,64225,28700
5081,9286,3169
5082,14284,21673
5083,107073,56472
5084,137193,10610
5085,209410,1569
5086,99312,31060
5087,72465,726
5088,17203,932
5089,45197,89221
5090,9516,12
5091,56491,95918
5092,35977,285
5093,809,521
5094,130925,2
5095,29903,1641
5096,49410,35868
5097,62567,31892
5098,73984,21640
5099,83788,62132
5100,118716,4141
5101,29083,4899
5102,13517,3922
5103,44741,1216
5104,44875,2159
5105,294651,12386
5106,32657,10893
5107,72279,82
5108,214676,10342
5109,20424,21732
5110,163706,7110
5111,10805,4
5112,435,35
5113,285400,4
5114,79995,7395
5115,10529,2116
5116,49950,829
5117,4592,51765
5118,110573,9055
5119,142712,24143
5120,345438,23595
5121,12102,5
5122,8888,1704
5123,238307,14620
5124,387886,77501
5125,41787,14159
5126,2758,41
5127,13567,2775
5128,327383,50812
5129,341420,12298
5130,4529,1650
5131,844,255
5132,357706,2320
5133,44238,77337
5134,549,53009
5135,33623,3307
5136,62132,44717
5137,8342,12024
5138,394668,76045
5139,88641,365
5140,755,59
5141,6145,16946
5142,41591,5874
5143,204965,61101
5144,26882,87564
5145,34052,5397
5146,73981,254
5147,4551,215
5148,10003,4
5149,28894,4934
5150,140825,459
5151,63717,27124
5152,167073,1508
5153,14923,3268
5154,2608,4535
5155,44115,7981
5156,436340,73467
5157,23207,4201
5158,40465,5534
5159,45576,50910
5160,55396,12986
5161,180305,4022
5162,98328,8411
5163,19096,6
5164,24154,3544
5165,5551,171
5166,33931,6194
5167,6947,258
5168,215579,9223
5169,17658,3366
5170,74674,11672
5171,1165,5358
5172,7972,2288
5173,16659,37553
5174,1273,3463
5175,27970,33
5176,16900,3233
5177,430058,68120
5178,125520,22289
5179,337104,81551
5180,374475,16110
5181,270646,6916
5182,185934,21254
5183,319993,80500
5184,1163,670
5185,9778,870
5186,315010,3164
5187,270654,46241
5188,2288,5
5189,41604,11468
5190,9080,8760
5191,140509,27717
5192,46992,181
5193,32904,13459
5194,54804,33783
5195,58251,44643
5196,27904,28410
5197,44658,92853
5198,9816,746
5199,25626,10289
5200,77673,14188
5201,57996,1679
5202,92251,1499
5203,91070,47330
5204,407559,7046
5205,11614,80261
5206,1427,2116
5207,5,14
5208,3580,23
5209,1550,26468
5210,418378,78999
5211,110447,2683
5212,18747,5633
5213,429174,94
5214,74924,441
5215,230179,39734
5216,116236,1679
5217,364111,13113
5218,249703,33380
5219,256628,20539
5220,38580,6125
5221,5552,3823
5222,73348,44730
5223,1687,306
5224,63178,1679
5225,10145,497
5226,36915,364
5227,197082,8620
5228,18447,1322
5229,5551,79
5230,277713,75882
5231,86985,76
5232,27993,12
5233,9563,431
5234,37725,36346
5235,50849,1701
5236,27259,10462
5237,309809,59725
5238,335509,441
5239,102949,8485
5240,45120,2019
5241,254193,4592
5242,63831,2695
5243,157409,62281
5244,72984,13549
5245,21036,9155
5246,28063,53179
5247,273879,33540
5248,365065,66160
5249,26861,4612
5250,50196,6398
5251,298396,12583
5252,240832,23616
5253,50329,10718
5254,2323,13
5255,26593,10696
5256,20493,3786
5257,74103,7750
5258,76757,450
5259,76115,7923
5260,54845,15980
5261,274504,8924
5262,13957,2844
5263,76202,7934
5264,10013,70
5265,11077,23
5266,212530,7448
5267,218329,8691
5268,107443,3760
5269,34512,3268
5270,12422,17178
5271,98066,84640
5272,1914,44224
5273,33792,11770
5274,26390,8151
5275,40916,8411
5276,315837,7294
5277,17654,11
5278,279690,26432
5279,26761,6194
5280,53792,33
5281,118245,6194
5282,31439,25299
5283,49559,1244
5284,16410,660
5285,50079,8411
5286,284246,4740
5287,82237,306
5288,152748,14635
5289,149509,19177
5290,133458,228
5291,260312,3823
5292,17606,3346
5293,58244,45970
5294,38356,435
5295,59726,18078
5296,45928,10210
5297,4443,80444
5298,390059,74472
5299,296456,10967
5300,10362,856
5301,280422,42096
5302,184351,6194
5303,17927,3287
5304,86829,20664
5305,12783,288
5306,117120,829
5307,2110,356
5308,5511,73
5309,298,129
5310,788,306
5311,148347,33578
5312,118760,3492
5313,118536,60
5314,35623,42670
5315,42293,7897
5316,83761,11459
5317,318922,51860
5318,18598,3511
5319,333663,83397
5320,96712,9091
5321,105860,15868
5322,28171,208
5323,11370,16850
5324,211166,32770
5325,27031,75232
5326,10004,13153
5327,47943,1115
5328,4476,348
5329,10087,2756
5330,278901,7899
5331,3033,35
5332,48209,2328
5333,9904,58324
5334,118408,4262
5335,1640,1632
5336,8985,55588
5337,27886,18952
5338,8014,836
5339,384682,13778
5340,128237,11999
5341,228108,17379
5342,78464,3623
5343,469172,18888
5344,254188,36227
5345,121749,12062
5346,58462,13813
5347,211144,5003
5348,43049,8411
5349,34650,6
5350,20766,846
5351,85735,3921
5352,15584,3087
5353,271826,280
5354,308,22456
5355,318973,77718
5356,93862,34127
5357,10207,18093
5358,34449,10617
5359,56807,22625
5360,17895,3341
5361,17744,441
5362,258363,51696
5363,384373,41800
5364,47889,75713
5365,16066,3129
5366,9589,39823
5367,118257,7949
5368,117212,3790
5369,114333,12009
5370,29161,4746
5371,274990,12984
5372,54107,3202
5373,244580,18852
5374,19688,52017
5375,49853,26254
5376,9056,3054
5377,29108,181
5378,15902,16014
5379,109453,57021
5380,27637,84330
5381,73612,38215
5382,51548,6518
5383,93676,2683
5384,291871,80222
5385,8672,2475
5386,9102,3388
5387,165,20448
5388,68737,3528
5389,44238,17636
5390,9404,2521
5391,7229,7248
5392,20443,41
5393,223391,192
5394,84577,22061
5395,241968,5358
5396,245706,10104
5397,332794,2927
5398,197175,4497
5399,302104,19781
5400,31262,28190
5401,62488,11308
5402,19423,1063
5403,72875,7662
5404,33273,11397
5405,287628,973
5406,127864,850
5407,252680,10156
5408,246011,27913
5409,273481,33681
5410,45384,4641
5411,42187,925
5412,43213,72689
5413,43817,21446
5414,15745,2188
5415,196469,18188
5416,340187,18609
5417,5552,6586
5418,88863,285
5419,43504,306
5420,86829,694
5421,18836,254
5422,89591,4474
5423,19050,4
5424,76543,3829
5425,16996,12
5426,88075,614
5427,128311,14067
5428,8840,33
5429,14510,1212
5430,43268,306
5431,287301,6339
5432,13393,67496
5433,32546,9974
5434,390747,89082
5435,156356,13914
5436,2611,477
5437,9503,10947
5438,1247,10210
5439,8672,5975
5440,260094,2683
5441,14683,81017
5442,29805,85470
5443,72875,22200
5444,193,4
5445,78691,1532
5446,20017,2592
5447,218784,5752
5448,21380,4531
5449,17771,10272
5450,279606,8411
5451,24625,3268
5452,204802,5120
5453,310135,19324
5454,8886,4505
5455,104251,12797
5456,34181,9079
5457,54563,6116
5458,14164,444
5459,13616,73899
5460,2197,850
5461,262454,479
5462,174958,44382
5463,39195,83348
5464,694,88
5465,39107,5542
5466,4953,12
5467,41261,7260
5468,15697,13999
5469,14881,171
5470,328692,34200
5471,1282,795
5472,291155,40249
5473,327389,4279
5474,153163,8411
5475,94874,1444
5476,34588,6446
5477,413430,80999
5478,39781,6691
5479,48205,9292
5480,10543,23
5481,297702,78186
5482,14869,4
5483,44303,2786
5484,18222,17068
5485,76714,8411
5486,353533,69124
5487,344170,10950
5488,81409,95315
5489,6964,735
5490,3089,60
5491,86603,72417
5492,25568,70746
5493,39130,8411
5494,41402,3576
5495,53419,4114
5496,141868,4148
5497,298722,29223
5498,98586,10070
5499,1922,790
5500,131343,229
5501,17209,3244
5502,9099,33
5503,9495,4028
5504,352327,35449
5505,65066,6194
5506,150049,14404
5507,1125,415
5508,70586,7788
5509,26293,21597
5510,92465,90406
5511,245168,9349
5512,75903,14235
5513,8672,201
5514,11516,7025
5515,10475,10791
5516,46758,75476
5517,345775,12350
5518,17609,10932
5519,21721,44730
5520,96333,770
5521,161620,1957
5522,322518,5486
5523,248933,404
5524,83475,10845
5525,125926,78362
5526,8053,2322
5527,176085,307
5528,13484,4740
5529,132518,10695
5530,21927,707
5531,413417,84161
5532,76198,58273
5533,49398,20395
5534,32868,20728
5535,85644,10324
5536,418990,42479
5537,41970,2458
5538,28592,4842
5539,28417,11245
5540,381032,34777
5541,126319,694
5542,266044,122
5543,390,36229
5544,11101,23417
5545,59434,14035
5546,205724,24513
5547,336811,2673
5548,13411,6194
5549,21132,2499
5550,3037,4606
5551,245700,16804
5552,16899,288
5553,230179,62407
5554,9607,1504
5555,107319,41474
5556,61225,20986
5557,111479,31142
5558,134662,43463
5559,60599,12501
5560,70090,10650
5561,90056,24060
5562,17711,11391
5563,19621,11561
5564,51945,7089
5565,19255,1522
5566,50725,7295
5567,118490,68746
5568,103875,1249
5569,43891,14950
5570,19552,5358
5571,22855,429
5572,38031,6538
5573,235662,5225
5574,119820,1541
5575,13853,22297
5576,18392,12
5577,37725,4564
5578,17209,126
5579,172386,66178
5580,1662,41
5581,82624,12220
5582,362178,90979
5583,18642,4
5584,69668,10210
5585,315855,10473
5586,303867,63349
5587,42832,11578
5588,61765,64
5589,241855,12142
5590,175331,11776
5591,31805,4
5592,157351,18402
5593,381737,4382
5594,122435,16643
5595,257345,3172
5596,146521,87514
5597,10750,1595
5598,15749,8582
5599,47921,33
5600,328032,52597
5601,270650,31718
5602,28071,38792
5603,57489,11093
5604,314065,53245
5605,11869,619
5606,200511,3095
5607,435041,5120
5608,15179,3221
5609,59118,5870
5610,71140,306
5611,26963,4621
5612,101998,22884
5613,86241,18203
5614,78281,5358
5615,8467,12
5616,43141,13677
5617,95015,6194
5618,6440,14
5619,17622,1063
5620,15875,4
5621,11692,97
5622,48339,11672
5623,8342,1016
5624,213914,4963
5625,188357,21819
5626,83389,11849
5627,2075,634
5628,65599,5574
5629,83015,6730
5630,33107,694
5631,70027,7481
5632,11139,2514
5633,55208,7423
5634,74879,75039
5635,96552,12023
5636,2259,33027
5637,16047,76
5638,176124,3291
5639,114931,588
5640,353326,4135
5641,302960,2786
5642,158990,20856
5643,63831,11920
5644,44877,6371
5645,47540,73336
5646,134394,10339
5647,282268,11486
5648,363579,6194
5649,65131,10845
5650,12528,11142
5651,39957,13921
5652,14444,4
5653,399612,11199
5654,44012,10647
5655,82157,8595
5656,181533,2575
5657,1381,6194
5658,46570,8146
5659,13957,2843
5660,86814,8171
5661,11535,1484
5662,290316,5358
5663,2196,10760
5664,37992,33
5665,46885,6161
5666,98586,10076
5667,145668,23189
5668,46029,20295
5669,307931,59030
5670,98339,11875
5671,49220,321
5672,42309,48612
5673,321039,62708
5674,27091,4631
5675,176983,50411
5676,70670,235
5677,340190,54131
5678,314285,11672
5679,1924,6194
5680,197849,92603
5681,98586,10069
5682,150117,10163
5683,19506,3362
5684,315855,17722
5685,183412,45084
5686,10476,746
5687,327389,27140
5688,72847,6194
5689,297762,83838
5690,32029,4377
5691,47812,6234
5692,41556,6692
5693,28304,3468
5694,15472,118
5695,288977,3902
5696,266044,20691
5697,223551,2197
5698,130948,20606
5699,77673,1869
5700,143240,25147
5701,84336,3353
5702,13678,11912
5703,198130,17652
5704,297762,9993
5705,286372,23868
5706,59569,15123
5707,104474,45867
5708,26593,3070
5709,39495,4
5710,256474,21656
5711,133448,5826
5712,102,76
5713,12247,10989
5714,834,3287
5715,16962,6220
5716,225728,20664
5717,148034,15165
5718,91679,10056
5719,214093,22071
5720,283995,2
5721,30330,3268
5722,211059,11237
5723,222461,24048
5724,82409,59458
5725,42252,60
5726,413421,12154
5727,53407,5109
5728,158908,13238
5729,345775,71863
5730,266082,78941
5731,9297,5752
5732,86727,1869
5733,145220,6421
5734,2750,163
5735,260312,856
5736,48805,19079
5737,122857,21897
5738,336691,69766
5739,43790,8411
5740,32558,1553
5741,34623,6194
5742,84626,17386
5743,440777,56696
5744,374614,91787
5745,192210,41602
5746,302104,57612
5747,22559,10221
5748,35337,20783
5749,119213,8284
5750,378446,41258
5751,12247,19148
5752,28774,57986
5753,205587,8406
5754,1253,932
5755,56725,16636
5756,91961,9329
5757,10972,236
5758,125736,6194
5759,2977,1267
5760,145247,28003
5761,258193,3615
5762,12483,11061
5763,72822,6586
5764,255384,50109
5765,227257,33365
5766,166610,8298
5767,10396,67709
5768,2196,1014
5769,13805,19248
5770,29318,15297
5771,1448,719
5772,13312,5358
5773,52696,1569
5774,327225,10417
5775,11137,11345
5776,14400,6750
5777,19286,4063
5778,43894,8411
5779,136582,1666
5780,17657,1138
5781,18755,5117
5782,44536,306
5783,382501,7981
5784,29952,10046
5785,85435,10951
5786,306966,62170
5787,10077,87847
5788,340103,41077
5789,244786,3172
5790,273481,1632
5791,85602,15606
5792,366692,2922
5793,13025,3240
5794,99599,84215
5795,429174,1926
5796,8414,2413
5797,47778,85383
5798,49106,3681
5799,245700,10100
5800,747,53048
5801,13853,6194
5802,5511,11788
5803,333663,50079
5804,63831,11926
5805,13678,7715
5806,86814,10647
5807,1361,688
5808,127369,81443
5809,14869,158
5810,249914,3703
5811,62071,5798
5812,180576,20004
5813,284274,420
5814,28090,80297
5815,868,563
5816,205587,6194
5817,245692,856
5818,184351,30647
5819,128043,8100
5820,44510,12226
5821,33495,2683
5822,180305,3172
5823,337549,15278
5824,8989,33
5825,8870,53997
5826,10154,97
5827,316885,19592
5828,6963,11930
5829,24624,2100
5830,39428,94478
5831,37301,13370
5832,37645,3823
5833,3686,1492
5834,238302,18713
5835,57419,5311
5836,246403,9081
5837,38681,8016
5838,9078,3166
5839,17216,3271
5840,8665,2471
5841,18094,22477
5842,9066,4
5843,73067,181
5844,252171,51194
5845,88491,23343
5846,27832,17946
5847,79113,15048
5848,283445,69111
5849,258193,1633
5850,811,33
5851,11953,882
5852,13056,8848
5853,73624,2429
5854,55197,5070
5855,63831,850
5856,191476,17723
5857,378446,93504
5858,29020,8298
5859,32088,1704
5860,222858,4688
5861,20028,3697
5862,19610,3645
5863,26491,5996
5864,3686,3602
5865,108003,7576
5866,81475,65962
5867,39347,18793
5868,11855,17411
5869,154441,13969
5870,31342,40769
5871,70815,11446
5872,109074,75620
5873,219466,19089
5874,24331,4899
5875,3085,5
5876,109122,14571
5877,13531,10104
5878,74666,5358
5879,323555,6964
5880,319910,7294
5881,9495,14
5882,13495,2029
5883,177697,254
5884,337107,2490
5885,18190,1382
5886,322548,45514
5887,241140,46499
5888,58518,2441
5889,12780,3618
5890,24655,33
5891,62616,25924
5892,310602,63596
5893,15144,33
5894,336804,8152
5895,55505,1647
5896,296025,52428
5897,13655,3213
5898,26390,10254
5899,32610,8411
5900,375366,16877
5901,71329,11694
5902,76203,10104
5903,24397,15104
5904,72640,3166
5905,298584,73193
5906,179188,3166
5907,162458,77195
5908,173638,49161
5909,100669,20358
5910,23114,1553
5911,61984,12385
5912,97707,843
5913,116733,14599
5914,409696,7899
5915,28417,3984
5916,53865,6194
5917,89145,4395
5918,39358,858
5919,189197,15258
5920,222935,711
5921,24679,69934
5922,155724,2230
5923,101915,3449
5924,124157,3491
5925,25053,12424
5926,151826,24960
5927,9352,53012
5928,46029,21108
5929,110323,3578
5930,80089,12081
5931,18238,3471
5932,549,93380
5933,46247,9383
5934,17692,33
5935,38060,4898
5936,321497,7543
5937,383809,73555
5938,254065,11073
5939,32234,78656
5940,101838,6417
5941,270654,46240
5942,46972,12
5943,17464,559
5944,12276,38550
5945,214086,1092
5946,410718,17369
5947,413770,5165
5948,101342,8492
5949,43342,5939
5950,76203,1246
5951,64942,11991
5952,15762,1174
5953,15414,35001
5954,47795,25514
5955,18045,14185
5956,11101,1704
5957,110830,1978
5958,8588,315
5959,4993,4
5960,39875,39647
5961,10488,10221
5962,5123,6194
5963,47112,16923
5964,13555,2767
5965,88075,12274
5966,44921,306
5967,10521,508
5968,8619,53009
5969,119374,10047
5970,11003,12
5971,33344,14
5972,186881,5798
5973,10857,12745
5974,213842,7429
5975,43365,306
5976,87894,8411
5977,97365,11795
5978,327528,8204
5979,431244,21899
5980,204800,19722
5981,6145,97
5982,28273,10624
5983,268875,8411
5984,142115,58675
5985,16659,38670
5986,314389,3522
5987,71672,5755
5988,42457,20459
5989,134475,8411
5990,11535,657
5991,163376,11496
5992,3172,52944
5993,203264,82573
5994,23692,19683
5995,4476,559
5996,101752,9301
5997,1116,5267
5998,15712,4176
5999,34223,2165
6000,79120,10441
6001,58611,5051
6002,74510,35327
6003,14626,11332
6004,13196,1422
6005,45610,7295
6006,311291,9349
6007,63144,6735
6008,25053,570
6009,13539,711
6010,40060,17778
6011,440508,73934
6012,34231,5437
6013,9703,16923
6014,98631,25348
6015,183039,465
6016,37628,37673
6017,111839,48039
6018,62012,5821
6019,57489,9974
6020,1259,43
6021,11909,6214
6022,399106,3
6023,11358,23938
6024,125063,13777
6025,186019,18758
6026,88042,6332
6027,1116,225
6028,4592,51763
6029,173294,28917
6030,10529,1204
6031,2,2396
6032,2009,35020
6033,228676,6644
6034,266082,14246
6035,15734,3468
6036,270403,22231
6037,34774,3166
6038,92769,24946
6039,43753,9165
6040,34449,1328
6041,14262,2880
6042,28,60
6043,191068,21555
6044,2805,1239
6045,47119,93503
6046,21671,20943
6047,21044,9383
6048,128412,15406
6049,39845,826
6050,376501,57147
6051,7459,450
6052,270774,53634
6053,320005,10694
6054,94248,8411
6055,921,33
6056,47525,3902
6057,353326,50079
6058,57749,43528
6059,68347,3679
6060,13792,2810
6061,44081,79260
6062,16074,76795
6063,14207,19528
6064,1271,7636
6065,118257,36229
6066,118293,189
6067,17609,5358
6068,356500,50079
6069,7459,12170
6070,252028,11208
6071,890,608
6072,345922,2575
6073,116327,9266
6074,8915,43
6075,52999,635
6076,24971,22792
6077,31671,441
6078,356757,91437
6079,69,85
6080,365447,73067
6081,18352,1931
6082,295748,4308
6083,286545,210
6084,68569,550
6085,441881,59294
6086,355984,61661
6087,41505,23199
6088,74666,18485
6089,58923,4319
6090,389630,87427
6091,96921,16804
6092,1969,5358
6093,23196,4197
6094,8464,73524
6095,56135,306
6096,4307,105
6097,5955,12264
6098,84577,24278
6099,32044,41311
6100,25520,65681
6101,42252,29119
6102,12811,33155
6103,448763,6446
6104,39781,23912
6105,244539,13466
6106,29467,6194
6107,12103,79
6108,10484,13192
6109,274504,41077
6110,397422,5752
6111,440597,49389
6112,104376,10845
6113,75244,17208
6114,14452,2393
6115,87826,2608
6116,277355,30420
6117,403119,13161
6118,7096,20358
6119,151826,7827
6120,301875,80835
6121,374475,79268
6122,10691,9195
6123,64847,1598
6124,208968,14282
6125,50318,58840
6126,27265,4
6127,321039,62709
6128,26503,1429
6129,19101,6194
6130,91217,4354
6131,84479,11931
6132,376660,47729
6133,48609,6407
6134,214909,1460
6135,71805,1003
6136,255772,40456
6137,46872,6152
6138,13713,147
6139,32934,22109
6140,367147,35562
6141,18595,2335
6142,204712,8177
6143,121940,10289
6144,29058,8599
6145,408537,87318
6146,9542,559
6147,6973,2087
6148,79120,10442
6149,67216,10287
6150,44246,46
6151,332534,25350
6152,26881,4608
6153,123777,67385
6154,79382,8156
6155,7555,10254
6156,109391,1784
6157,172385,11749
6158,102057,56890
6159,18279,5975
6160,38021,15316
6161,13536,10958
6162,19587,73330
6163,11096,711
6164,205481,85975
6165,21052,22308
6166,19325,3202
6167,238255,14966
6168,285,2
6169,127585,9168
6170,17609,11238
6171,14626,75482
6172,7220,19551
6173,10330,3538
6174,9904,58323
6175,30527,5057
6176,382598,1992
6177,28663,33
6178,395992,82925
6179,360784,3911
6180,9272,306
6181,174751,14358
6182,224282,41426
6183,406431,79289
6184,2080,19551
6185,9475,33
6186,9389,5381
6187,12584,4
6188,87827,444
6189,9667,11509
6190,352960,61604
6191,76785,1030
6192,403593,80071
6193,166076,9993
6194,264061,33
6195,410537,82774
6196,3682,1811
6197,221732,6194
6198,72822,5358
6199,215928,14970
6200,353464,13678
6201,43139,20544
6202,17009,1353
6203,169794,41676
6204,23966,45119
6205,413762,25795
6206,13807,5552
6207,77915,8411
6208,77949,5870
6209,132608,6194
6210,289923,27570
6211,13680,22881
6212,14226,2269
6213,49028,7990
6214,120212,6197
6215,81576,55260
6216,28480,6762
6217,2454,76043
6218,273,116
6219,72875,7660
6220,75969,336
6221,17464,4110
6222,310593,7981
6223,4286,32208
6224,307696,73856
6225,10025,10104
6226,29082,1342
6227,14878,2986
6228,17687,9329
6229,46029,6861
6230,24448,4311
6231,156547,1429
6232,13685,441
6233,90590,14148
6234,74666,7307
6235,225728,9349
6236,47792,46391
6237,63401,7459
6238,84336,13242
6239,24777,8411
6240,10354,6194
6241,152042,6689
6242,35110,5521
6243,300,11912
6244,259690,20916
6245,18919,23483
6246,1966,866
6247,168676,769
6248,17170,32793
6249,5759,1974
6250,13536,1403
6251,9905,1382
6252,1904,27
6253,74911,6
6254,8342,85741
6255,560,323
6256,274990,118
6257,55756,7510
6258,208869,7353
6259,12614,8844
6260,29979,12
6261,31598,14723
6262,204922,1645
6263,175331,8471
6264,12135,2699
6265,207178,6194
6266,40807,491
6267,262,10214
6268,1896,12010
6269,70489,559
6270,63825,3118
6271,3016,29729
6272,167021,7254
6273,354832,3282
6274,32143,8772
6275,430826,36870
6276,6081,10258
6277,11570,30724
6278,268174,7500
6279,43434,6111
6280,16320,33
6281,110416,69192
6282,77986,5120
6283,283686,44211
6284,11329,1171
6285,36527,64111
6286,74666,12346
6287,14012,711
6288,121791,26891
6289,90616,8605
6290,26891,224
6291,191562,3653
6292,11889,288
6293,76211,306
6294,7249,1556
6295,18530,738
6296,30411,47327
6297,18613,4045
6298,1381,7503
6299,47404,8411
6300,114096,6194
6301,113148,12650
6302,408024,28336
6303,362057,11565
6304,31146,1644
6305,324930,61789
6306,31445,18870
6307,200447,13479
6308,8460,333
6309,1049,104
6310,18598,3510
6311,39048,60
6312,13614,10826
6313,52736,28398
6314,177203,5996
6315,47112,11571
6316,26736,3213
6317,109251,33
6318,120,11
6319,10391,4564
6320,174751,14359
6321,1926,793
6322,88042,7076
6323,53739,784
6324,18621,711
6325,2976,2378
6326,413547,80393
6327,43473,4137
