id,Movie,Production Company
9700,49588,20771
9701,314352,101
9702,196359,54537
9703,16124,94198
9704,212756,11571
9705,33511,91542
9706,93828,7625
9707,26125,34999
9708,46368,22933
9709,94336,138
9710,229254,6181
9711,598,345
9712,949,508
9713,3050,1302
9714,38509,43
9715,83456,8373
9716,11912,19158
9717,49850,5358
9718,9102,23098
9719,270842,5687
9720,9611,9195
9721,122698,18201
9722,15934,1620
9723,326285,126
9724,578,1865
9725,45610,11957
9726,21519,3055
9727,360341,59811
9728,80713,3857
9729,393134,1877
9730,28682,41789
9731,148622,5120
9732,34899,94
9733,49028,47702
9734,13092,9987
9735,205939,14787
9736,188927,83645
9737,207021,5912
9738,423122,8858
9739,103168,10569
9740,82,52844
9741,271714,1512
9742,20106,5358
9743,31597,14723
9744,131689,17928
9745,166255,19230
9746,17139,938
9747,2293,16934
9748,269165,2048
9749,194101,34527
9750,193756,6666
9751,27470,4
9752,95134,29729
9753,14372,8411
9754,30379,5044
9755,354857,7899
9756,16014,76
9757,81616,7025
9758,1294,7333
9759,82501,11894
9760,29101,2105
9761,36299,2499
9762,73943,5106
9763,390296,82811
9764,44552,2302
9765,95136,12475
9766,2080,444
9767,2321,41
9768,66125,53042
9769,31922,13603
9770,28367,11275
9771,34334,5358
9772,29896,2393
9773,248747,1038
9774,172847,10039
9775,242033,26344
9776,14457,3517
9777,47046,61201
9778,43470,6194
9779,343795,10405
9780,85656,4673
9781,47119,18367
9782,116350,16527
9783,149926,757
9784,10873,831
9785,76333,62735
9786,10066,1786
9787,293092,85808
9788,8342,85745
9789,49060,17449
9790,8672,843
9791,341491,83275
9792,293660,78091
9793,185154,2370
9794,52045,20339
9795,40368,42978
9796,3933,8601
9797,19551,4840
9798,315880,36168
9799,18392,21086
9800,44754,258
9801,384737,23735
9802,18722,33
9803,184341,52066
9804,121725,5904
9805,954,4
9806,112304,23323
9807,29398,10324
9808,13614,10827
9809,426253,41077
9810,71866,3782
9811,323435,72697
9812,419430,88934
9813,16214,6194
9814,25520,247
9815,195522,14567
9816,11380,12
9817,51800,22973
9818,17139,3259
9819,33102,5247
9820,32657,444
9821,110598,6292
9822,332079,6
9823,97088,12372
9824,79526,13563
9825,388862,10339
9826,4133,12
9827,48419,47006
9828,248933,1972
9829,184345,10427
9830,308529,86465
9831,128169,3341
9832,43231,12549
9833,103732,23232
9834,309929,5358
9835,157676,43265
9836,43117,4
9837,42669,3245
9838,78231,718
9839,85435,1012
9840,193756,8537
9841,9461,3526
9842,63066,93535
9843,169800,42039
9844,9812,278
9845,182228,9030
9846,46697,17434
9847,33005,2811
9848,10005,306
9849,408381,23959
9850,411638,78370
9851,248376,16927
9852,6069,6194
9853,10774,60
9854,39957,13923
9855,342472,86523
9856,1721,12063
9857,144183,3324
9858,32390,9
9859,47794,42182
9860,4266,1612
9861,1116,1898
9862,13205,5391
9863,205943,15963
9864,32790,6533
9865,48495,6823
9866,94170,60
9867,245692,67994
9868,31596,94734
9869,322487,20789
9870,170689,13320
9871,45213,10481
9872,82703,73951
9873,130739,9292
9874,262841,10256
9875,252034,9342
9876,456101,44632
9877,32552,6194
9878,84333,10161
9879,356482,93741
9880,9736,694
9881,14145,14988
9882,19150,9195
9883,47143,6916
9884,229254,3159
9885,233490,56500
9886,2204,7025
9887,190352,2159
9888,183412,23761
9889,322266,48530
9890,35052,10843
9891,8368,2391
9892,14983,42876
9893,55846,25628
9894,52999,69195
9895,116979,52139
9896,332280,49297
9897,22551,3295
9898,307931,22632
9899,121923,441
9900,84154,21216
9901,146926,7954
9902,36373,4532
9903,11247,6194
9904,24273,813
9905,256924,33603
9906,268618,69659
9907,26642,48476
9908,17566,11814
9909,170603,5735
9910,10336,12
9911,50463,41
9912,315465,6452
9913,24086,1887
9914,43931,8853
9915,24212,5078
9916,12477,12521
9917,193756,20153
9918,327,567
9919,16032,6417
9920,12237,16014
9921,28466,441
9922,62755,83361
9923,455043,5552
9924,37100,5871
9925,371003,69225
9926,356842,50082
9927,11096,1894
9928,9914,2748
9929,222858,4343
9930,124597,5070
9931,40085,306
9932,15457,7981
9933,415633,23712
9934,108726,738
9935,68139,25458
9936,33613,5746
9937,40130,88865
9938,42139,47804
9939,18801,70
9940,298722,20416
9941,129553,3473
9942,77860,7816
9943,152570,8411
9944,8932,8469
9945,243940,1632
9946,42787,4
9947,11832,84478
9948,1922,791
9949,77338,9
9950,26809,6125
9951,29923,5006
9952,109475,1765
9953,31473,33
9954,30708,6194
9955,12289,2812
9956,4688,598
9957,176983,5542
9958,77877,813
9959,32395,597
9960,245692,50630
9961,8272,23105
9962,13542,5031
9963,44303,14772
9964,254065,11114
9965,334299,11620
9966,96035,16217
9967,38850,56011
9968,598,856
9969,152736,18440
9970,14145,6339
9971,25078,55494
9972,4497,1659
9973,167221,6275
9974,246655,306
9975,232462,18298
9976,272878,6194
9977,133458,6181
9978,482,12145
9979,1073,22512
9980,124680,28274
9981,10467,10157
9982,83666,9350
9983,62213,2691
9984,11654,8846
9985,245169,40976
9986,6145,12
9987,324670,2735
9988,373397,62744
9989,74779,15799
9990,3291,51850
9991,53861,6623
9992,339526,5556
9993,212503,2352
9994,21451,4
9995,10710,25473
9996,38055,521
9997,12716,3823
9998,108177,8290
9999,10860,559
10000,33689,6194
10001,32559,37732
10002,258255,73401
10003,2084,932
10004,418029,81818
10005,120497,4
10006,64685,6194
10007,84720,33
10008,40807,771
10009,184795,4051
10010,371645,81364
10011,60120,35558
10012,290825,23700
10013,10747,6194
10014,385654,21446
10015,184155,3467
10016,31146,4248
10017,91679,26952
10018,261036,455
10019,188161,8789
10020,332411,2373
10021,201765,10128
10022,83430,12347
10023,42309,48613
10024,181456,876
10025,241639,18367
10026,43346,35746
10027,20186,63846
10028,42739,486
10029,28366,3973
10030,2898,18
10031,40470,8411
10032,121003,8411
10033,334538,41077
10034,94009,5488
10035,168259,6452
10036,105763,40668
10037,256962,90508
10038,16157,3153
10039,29204,4922
10040,82817,7454
10041,31428,1957
10042,331161,21789
10043,26030,5349
10044,21132,3901
10045,14703,516
10046,50001,5235
10047,100770,1754
10048,844,19858
10049,342765,54733
10050,218784,5
10051,1811,1475
10052,5552,7832
10053,76349,15071
10054,290864,45424
10055,51358,13913
10056,4913,26467
10057,11912,1740
10058,217648,9387
10059,51209,5860
10060,22803,5257
10061,245706,508
10062,41516,10330
10063,42293,5755
10064,77650,1432
10065,11593,4
10066,220674,3324
10067,179826,19643
10068,116236,1216
10069,161495,12883
10070,402672,2320
10071,19823,6901
10072,227700,88606
10073,18939,3554
10074,16203,54446
10075,203217,53105
10076,13614,11240
10077,11104,540
10078,89462,5070
10079,417870,49968
10080,45244,8294
10081,259694,12
10082,263627,64054
10083,22471,4521
10084,163814,77329
10085,189,11006
10086,19509,3628
10087,102632,3170
10088,192558,3749
10089,359154,52867
10090,82703,521
10091,29343,1950
10092,70667,50093
10093,303636,44127
10094,65488,8411
10095,74581,26043
10096,190955,9015
10097,83785,6530
10098,5393,46875
10099,71381,3451
10100,62394,16978
10101,188507,23703
10102,338189,806
10103,318922,19638
10104,48145,6181
10105,10466,56
10106,62768,4923
10107,31111,19385
10108,156326,4903
10109,200447,60
10110,31347,20202
10111,31258,55525
10112,422,9387
10113,245536,18923
10114,63414,45587
10115,410537,82773
10116,25796,27128
10117,57458,24372
10118,19819,4
10119,193177,33
10120,7305,4
10121,51601,3245
10122,44211,6037
10123,75174,12234
10124,94671,3490
10125,11422,219
10126,41619,5755
10127,42182,9077
10128,10596,3383
10129,11697,4
10130,352025,14175
10131,208436,18370
10132,24023,235
10133,11373,3723
10134,14660,1205
10135,25407,6
10136,239845,22055
10137,325173,68373
10138,10406,8830
10139,5332,1899
10140,25538,1195
10141,297853,88601
10142,90406,8411
10143,137093,415
10144,71668,11761
10145,15303,81030
10146,369883,5490
10147,43395,8411
10148,45219,14273
10149,57683,10254
10150,14886,2993
10151,203321,10443
10152,14142,3924
10153,1665,13507
10154,244201,6194
10155,17908,6194
10156,2280,21451
10157,341077,31787
10158,118,8601
10159,19912,48792
10160,7454,2244
10161,32227,1009
10162,17303,16960
10163,9905,980
10164,39061,63784
10165,36615,80401
10166,124821,3958
10167,340101,11752
10168,18512,60
10169,227348,3172
10170,921,14
10171,16083,2448
10172,26880,18507
10173,405882,38159
10174,166221,37171
10175,322460,14093
10176,23128,4186
10177,97910,3245
10178,329819,2951
10179,417489,7177
10180,414977,65858
10181,10863,4255
10182,48770,938
10183,6443,16110
10184,74878,22164
10185,82781,3412
10186,18035,52698
10187,14983,3005
10188,52475,1107
10189,44658,20091
10190,329550,75377
10191,82368,10795
10192,36943,559
10193,11134,3054
10194,342472,290
10195,43877,26043
10196,30379,5045
10197,18646,8411
10198,33357,5702
10199,345918,85466
10200,6171,79
10201,1574,14
10202,86820,856
10203,17622,11664
10204,44190,6
10205,220287,77518
10206,129383,1598
10207,2143,983
10208,213121,2
10209,8316,2371
10210,108312,8866
10211,51739,11200
10212,352164,49964
10213,43434,5358
10214,10918,3869
10215,302528,41077
10216,9778,21518
10217,267931,68265
10218,11694,11585
10219,420703,82270
10220,161243,328
10221,42093,162
10222,235,90896
10223,189,41658
10224,72032,7508
10225,39061,20411
10226,20034,21599
10227,63568,5120
10228,72096,5
10229,26182,8411
10230,332567,23513
10231,62675,1147
10232,362703,71891
10233,1813,20555
10234,2267,20569
10235,31364,4428
10236,328631,47776
10237,413998,39509
10238,145963,8302
10239,65881,686
10240,161187,8142
10241,10534,915
10242,252916,4395
10243,30363,77947
10244,61581,2115
10245,29483,22529
10246,83540,9262
10247,40785,7937
10248,191322,36195
10249,11196,2761
10250,230179,62410
10251,107705,5120
10252,130900,8411
10253,13437,1403
10254,16907,570
10255,336669,24845
10256,41505,7437
10257,322487,20788
10258,179715,7254
10259,97614,762
10260,152113,33
10261,1599,23489
10262,1450,11553
10263,104376,12785
10264,137321,433
10265,2071,8411
10266,44308,14
10267,14698,441
10268,50108,88982
10269,94251,306
10270,13390,45809
10271,19971,42183
10272,52314,16337
10273,345775,42210
10274,61904,44598
10275,24405,6194
10276,15163,2233
10277,339994,74472
10278,1294,73852
10279,1721,10509
10280,76341,6194
10281,26693,9221
10282,146712,16441
10283,308,10146
10284,8588,23207
10285,60281,656
10286,41115,255
10287,4550,1691
10288,151826,24959
10289,413052,48860
10290,55725,921
10291,31913,306
10292,18595,9209
10293,28433,306
10294,20304,60615
10295,15765,9195
10296,79550,22975
10297,308639,58445
10298,390547,52867
10299,16432,7733
10300,76871,10522
10301,99367,21933
10302,9675,1187
10303,121462,43979
10304,6069,2537
10305,26261,559
10306,188765,1051
10307,126712,429
10308,540,2313
10309,11899,559
10310,1634,508
10311,97051,23857
10312,9664,6362
10313,21413,14
10314,435707,8858
10315,289720,17653
10316,975,611
10317,67328,73707
10318,72900,357
10319,32234,78657
10320,16436,2438
10321,11902,6242
10322,101998,20919
10323,141241,3244
10324,9846,396
10325,88811,4641
10326,325263,5576
10327,25983,1360
10328,201429,602
10329,82817,5381
10330,25403,16366
10331,244539,7372
10332,45827,3166
10333,136619,779
10334,100669,6355
10335,2262,11626
10336,399894,23555
10337,9591,306
10338,13849,15282
10339,56162,39613
10340,73827,1379
10341,315723,72481
10342,25468,55642
10343,8870,22351
10344,634,33
10345,53739,9335
10346,67021,5798
10347,19552,311
10348,27091,328
10349,297265,1219
10350,58076,306
10351,338421,41465
10352,664,56
10353,336669,74000
10354,40624,16791
10355,58372,28205
10356,33689,6130
10357,21041,74636
10358,202337,42231
10359,82817,10610
10360,9950,12260
10361,28178,11341
10362,353879,60536
10363,27276,4650
10364,163,2596
10365,6963,1423
10366,159810,8530
10367,105860,1701
10368,37410,1596
10369,28,26663
10370,112304,23319
10371,345775,27350
10372,10596,10254
10373,347945,14531
10374,67822,10314
10375,14611,420
10376,17386,4110
10377,11832,118
10378,68123,1048
10379,199155,6181
10380,11159,7832
10381,292387,16804
10382,6687,2064
10383,373546,93633
10384,12622,6918
10385,61984,12387
10386,22683,7613
10387,64720,21926
10388,321497,63610
10389,5413,71357
10390,14128,3475
10391,185460,7357
10392,2757,267
10393,56807,18367
10394,205818,4917
10395,82817,591
10396,9591,38944
10397,14181,12
10398,70800,17620
10399,217038,16469
10400,315439,3491
10401,86391,10238
10402,7863,8724
10403,12144,1
10404,755,7405
10405,53798,6
10406,298,2596
10407,205587,79
10408,217948,8411
10409,47955,4
10410,27480,2806
10411,11421,93383
10412,76829,22164
10413,408381,79785
10414,80168,4
10415,9914,1370
10416,154972,62711
10417,11302,60
10418,41762,16750
10419,381015,74105
10420,1825,1444
10421,13477,8299
10422,106049,13150
10423,362439,10399
10424,15601,1353
10425,349045,2785
10426,407965,79651
10427,47211,41730
10428,14317,24955
10429,70500,65585
10430,298935,38115
10431,9426,396
10432,270403,74572
10433,14676,5538
10434,59249,58255
10435,336804,11237
10436,21449,1333
10437,97598,8411
10438,29318,15296
10439,43692,4978
10440,62213,3281
10441,36253,856
10442,1790,8411
10443,61400,2320
10444,330418,12630
10445,48281,6679
10446,21435,884
10447,76465,6194
10448,11639,15980
10449,33534,5306
10450,62320,836
10451,314371,3353
10452,65973,5542
10453,29911,152
10454,58060,225
10455,5998,2127
10456,209263,43
10457,1877,4867
10458,293167,923
10459,25855,4206
10460,19971,42182
10461,249457,10975
10462,106747,10427
10463,39517,5778
10464,16249,3166
10465,10847,365
10466,10796,497
10467,193959,15634
10468,410634,81886
10469,25921,8724
10470,46857,18405
10471,80304,6644
10472,868,565
10473,32657,289
10474,258353,6345
10475,305342,39077
10476,1574,8797
10477,47112,982
10478,332283,34886
10479,259358,35210
10480,8985,1049
10481,14589,8411
10482,46029,1382
10483,46059,14115
10484,14370,3088
10485,9070,9255
10486,26861,4611
10487,45562,3324
10488,41097,4884
10489,17711,594
10490,32080,77748
10491,64456,4
10492,9648,90124
10493,9950,26947
10494,93350,60919
10495,226163,17164
10496,87302,69317
10497,246133,49586
10498,126127,6
10499,347945,76708
10500,9703,6370
10501,24801,47441
10502,15258,3516
10503,226354,19404
10504,103850,23967
10505,126319,13351
10506,2565,6194
10507,44626,19752
10508,330770,3307
10509,6068,961
10510,9503,72498
10511,144792,5488
10512,88005,9350
10513,337104,14534
10514,148615,18437
10515,31867,33
10516,18651,6
10517,334651,22123
10518,58547,5860
10519,85483,18775
10520,1480,10330
10521,284343,16
10522,37181,7033
10523,78563,3040
10524,11231,441
10525,391438,18010
10526,115290,11073
10527,311291,7281
10528,269149,2
10529,83430,12349
10530,164954,61
10531,50647,7295
10532,76609,1475
10533,332788,15268
10534,31618,8880
10535,28178,11278
10536,68720,10330
10537,69035,20928
10538,5967,14680
10539,60488,10096
10540,9483,4606
10541,377447,90633
10542,190955,10611
10543,11511,10201
10544,7837,2289
10545,168022,18262
10546,256474,24510
10547,382598,12398
10548,56943,83636
10549,13312,16468
10550,419192,13742
10551,303857,5542
10552,244580,2570
10553,282070,41861
10554,44470,37357
10555,32049,44962
10556,335897,51249
10557,45693,36024
10558,102382,53462
10559,117251,34982
10560,9389,7089
10561,32577,359
10562,18093,3449
10563,335778,59827
10564,13336,5358
10565,435821,86706
10566,94674,11619
10567,409502,85627
10568,366170,9255
10569,1966,4588
10570,53648,6617
10571,155128,64910
10572,126442,22823
10573,176627,9329
10574,94809,10521
10575,29143,441
10576,1911,9195
10577,22259,4083
10578,53150,8821
10579,271919,23871
10580,27834,60
10581,441728,11199
10582,54559,6704
10583,19618,6194
10584,97365,7466
10585,6038,58264
10586,62036,8894
10587,293970,4205
10588,22998,5612
10589,16162,4319
10590,39992,1242
10591,42267,441
10592,70554,21699
10593,85160,42001
10594,4111,8411
10595,33317,18758
10596,13536,1171
10597,116432,12062
10598,167,19116
10599,30127,10954
10600,311324,86434
10601,264729,29564
10602,36971,7977
10603,8063,5120
10604,169758,11675
10605,329865,32300
10606,345775,76912
10607,378236,5
10608,225728,5870
10609,125945,39718
10610,204922,10254
10611,32872,126
10612,17640,8411
10613,54156,8658
10614,43641,4811
10615,300669,768
10616,35026,23478
10617,138308,5
10618,49961,10178
10619,102629,3608
10620,266687,22329
10621,33336,2060
10622,118957,9129
10623,337879,52360
10624,327749,54879
10625,83430,12340
10626,15013,3008
10627,320588,16945
10628,283384,5486
10629,336011,71894
10630,97910,6194
10631,362057,12292
10632,272878,8411
10633,311324,48873
10634,256474,24514
10635,31277,2636
10636,18040,3338
10637,14138,50954
10638,226632,4316
10639,63899,21978
10640,210940,91359
10641,126319,32853
10642,70057,7909
10643,30641,20358
10644,40863,6377
10645,346490,22028
10646,81538,18740
10647,194407,13479
10648,103620,10611
10649,57683,925
10650,36917,4562
10651,66741,4009
10652,79329,6869
10653,27019,76482
10654,76101,22061
10655,540,10039
10656,77915,32951
10657,227964,7764
10658,32720,9
10659,3035,33
10660,408220,9993
10661,198993,3234
10662,34449,28486
10663,2280,306
10664,15616,10254
10665,43119,9266
10666,37206,1266
10667,330333,14628
10668,92393,95561
10669,30946,17559
10670,15143,4
10671,4011,6194
10672,18917,9292
10673,10735,813
10674,133521,10826
10675,445,1704
10676,31899,6194
10677,110148,3025
10678,134144,50574
10679,46069,5070
10680,92989,77405
10681,13185,6360
10682,6079,486
10683,77412,8411
10684,37514,13045
10685,76333,8111
10686,14138,22897
10687,62211,2
10688,4291,6516
10689,11329,508
10690,281418,37004
10691,18704,3520
10692,10710,7293
10693,107073,44626
10694,17009,33
10695,310888,7437
10696,274820,73253
10697,323665,2294
10698,14931,3002
10699,121354,6292
10700,125705,4056
10701,45324,36028
10702,431244,22498
10703,10693,3166
10704,59296,5113
10705,137093,5490
10706,101669,22106
10707,219335,64614
10708,113525,5538
10709,2441,9974
10710,155426,37732
10711,27457,13969
10712,14873,3476
10713,16993,2070
10714,45156,1302
10715,31364,7142
10716,183827,8411
10717,19968,6194
10718,15640,5754
10719,47886,6082
10720,12169,12096
10721,44006,6194
10722,14353,35
10723,403605,87477
10724,82631,10221
10725,119569,420
10726,104471,7159
10727,359459,44739
10728,21544,2651
10729,284293,28361
10730,136582,12392
10731,38724,8411
10732,10003,2767
10733,18530,23486
10734,22136,7627
10735,76609,83
10736,184328,4395
10737,302042,15645
10738,227975,93177
10739,16643,81134
10740,20432,24643
10741,35021,28598
10742,393445,19146
10743,315465,15662
10744,277968,1972
10745,97936,14380
10746,35651,6916
10747,65614,63095
10748,299,67993
10749,344170,7584
10750,39240,5763
10751,35025,189
10752,43741,7429
10753,351809,10031
10754,2124,915
10755,42987,14536
10756,55846,972
10757,9502,521
10758,29224,235
10759,52021,4867
10760,56943,51454
10761,329805,71885
10762,32657,28431
10763,1416,11554
10764,171446,3245
10765,10389,3405
10766,9495,4030
10767,51549,75054
10768,7942,6847
10769,26693,4563
10770,25053,3033
10771,242310,8692
10772,10394,9349
10773,1673,441
10774,9514,13096
10775,358980,17408
10776,56942,27023
10777,259835,20951
10778,178809,43807
10779,168295,5070
10780,52520,3287
10781,42182,25473
10782,110412,74257
10783,25598,8411
10784,51549,3219
10785,89551,84008
10786,343934,4
10787,35543,14317
10788,29259,1826
10789,21380,4835
10790,78705,28812
10791,172457,63716
10792,264264,14714
10793,4931,33
10794,257534,1277
10795,10500,16610
10796,42040,553
10797,84284,4606
10798,105945,22037
10799,8584,158
10800,18890,13
10801,329805,5358
10802,146,20291
10803,29224,8222
10804,59935,224
10805,126090,15040
10806,425591,12142
10807,46738,7273
10808,109417,3287
10809,262338,2236
10810,68637,7248
10811,43670,995
10812,42231,5
10813,41283,97
10814,83788,62133
10815,28032,90512
10816,412202,21872
10817,8869,347
10818,126889,19747
10819,9651,76461
10820,124042,24366
10821,39943,441
10822,14242,62137
10823,24739,59403
10824,122857,2982
10825,136752,15511
10826,45191,85804
10827,38107,35430
10828,8584,961
10829,24955,19000
10830,7229,11037
10831,27917,2650
10832,80717,6458
10833,297762,507
10834,202241,8411
10835,126323,5357
10836,108003,10761
10837,10173,3495
10838,69060,62730
10839,8981,52723
10840,13710,9
10841,101998,46513
10842,335869,62513
10843,239562,1632
10844,118139,6194
10845,9664,6277
10846,44328,45867
10847,46567,1527
10848,3587,6194
10849,12186,360
10850,41115,68053
10851,10703,4054
10852,74878,1603
10853,61121,70462
10854,10137,441
10855,24486,8363
10856,868,564
10857,145162,8411
10858,12477,5844
10859,360784,6194
10860,11333,17956
10861,27221,1448
10862,15321,21629
10863,179818,8411
10864,21159,4141
10865,52395,12360
10866,10645,2051
10867,13616,73898
10868,77165,80975
10869,9264,12
10870,2757,1274
10871,43023,10329
10872,28000,8411
10873,14527,12800
10874,174195,4395
10875,2085,1885
10876,6068,9195
10877,344170,15393
10878,337339,7154
10879,16432,44829
10880,14452,3495
10881,256836,30601
10882,136368,79046
10883,22259,4082
10884,168022,328
10885,133523,10769
10886,10222,4255
10887,12783,892
10888,28068,4948
10889,257454,1221
10890,12450,3282
10891,16235,10308
10892,126754,13071
10893,39072,5749
10894,56807,94978
10895,82696,771
10896,85431,81496
10897,38875,2219
10898,92389,4
10899,54662,7305
10900,84226,44816
10901,12230,3166
10902,431093,86274
10903,64393,886
10904,294254,22213
10905,55615,12081
10906,539,10717
10907,98536,6194
10908,28071,38791
10909,22881,1088
10910,44657,33333
10911,226672,58546
10912,82327,12390
10913,67822,36555
10914,310119,1092
10915,662,6116
10916,258251,28877
10917,2172,14723
10918,241239,53656
10919,8816,7931
10920,33273,7345
10921,46286,30393
10922,431093,17024
10923,11889,763
10924,163111,36412
10925,65035,43253
10926,264560,4106
10927,100661,9345
10928,99318,8411
10929,47536,21
10930,13437,6370
10931,48791,53267
10932,45752,2786
10933,127864,6639
10934,1247,70
10935,4254,66326
10936,49843,19451
10937,84305,1785
10938,72013,20659
10939,258193,31473
10940,284467,33
10941,211166,34786
10942,19348,127
10943,14552,47848
10944,384130,5996
10945,25500,8799
10946,311324,86433
10947,31867,6452
10948,1482,1596
10949,82941,39825
10950,14874,37310
10951,16873,3223
10952,74777,24563
10953,2441,32718
10954,320873,68466
10955,80304,2088
10956,197696,856
10957,121530,28763
10958,6973,11509
10959,159810,2278
10960,213110,2526
10961,2009,73926
10962,41380,3055
10963,108822,10645
10964,55725,43
10965,21544,58583
10966,45243,923
10967,31586,97
10968,42218,1819
10969,41714,22253
10970,283701,254
10971,182415,1082
10972,25716,4640
10973,134355,13684
10974,42501,1497
10975,2830,7405
10976,43364,9303
10977,50838,7775
10978,33642,5316
10979,8464,1203
10980,58692,23378
10981,24963,10968
10982,28573,4834
10983,59117,6538
10984,125926,1728
10985,13571,4
10986,40146,13363
10987,26486,59955
10988,18897,3307
10989,94204,34
10990,267935,2
10991,296524,6735
10992,122677,4951
10993,44105,7254
10994,76203,9349
10995,345775,76914
10996,123047,26373
10997,72660,28440
10998,112531,3707
10999,55663,71109
11000,293660,11307
11001,111332,574
11002,256311,4606
11003,363757,1429
11004,293625,27805
11005,323690,21206
11006,13092,2731
11007,87516,4319
11008,73772,22309
11009,8414,2412
11010,809,520
11011,35696,10210
11012,11129,2937
11013,46623,8411
11014,46420,3427
11015,41996,364
11016,244403,13238
11017,374475,201
11018,198663,3672
11019,45938,34757
11020,144183,19423
11021,43092,14003
11022,47851,13464
11023,61991,1060
11024,98277,14324
11025,838,33
11026,89287,9209
11027,50363,659
11028,389972,5906
11029,183073,13884
11030,34193,306
11031,32634,441
11032,14750,306
11033,26642,5940
11034,16371,3184
11035,75174,10427
11036,81477,13992
11037,198652,94225
11038,28775,4866
11039,8371,7025
11040,300090,38159
11041,381255,796
11042,2441,82310
11043,4520,97
11044,19621,3649
11045,37926,36881
11046,335897,6938
11047,434873,86331
11048,76494,11317
11049,72640,61
11050,1907,359
11051,84907,8516
11052,20003,306
11053,22398,3766
11054,13728,22758
11055,353979,87331
11056,31372,882
11057,435,11362
11058,17771,3386
11059,9457,1504
11060,691,60
11061,41645,328
11062,99698,3984
11063,36785,5625
11064,208436,18371
11065,2566,147
11066,60086,3545
11067,435,347
11068,309929,7060
11069,82911,5227
11070,49009,76067
11071,1272,284
11072,246355,2061
11073,47959,6246
11074,41599,11865
11075,8852,14723
11076,242090,20671
11077,17893,12010
11078,134368,2373
11079,224944,47547
11080,300769,1442
11081,313896,1775
11082,391757,29097
11083,312831,67260
11084,21371,10944
11085,115276,10393
11086,26005,5922
11087,85411,8797
11088,352186,1473
11089,395992,7431
11090,9475,136
11091,354979,83037
11092,186997,26255
11093,323929,41077
11094,399790,61770
11095,83342,200
11096,47412,86290
11097,29805,14374
11098,9950,9037
11099,243568,8899
11100,70863,7537
11101,273096,41861
11102,301804,7295
11103,195544,2683
11104,38150,2451
11105,1589,8934
11106,80264,441
11107,110447,10102
11108,33623,12030
11109,2009,5545
11110,9841,2786
11111,1995,19105
11112,376501,52738
11113,40081,5798
11114,10053,3287
11115,14525,2928
11116,8672,7025
11117,616,20634
11118,303542,22393
11119,140222,11165
11120,50779,14862
11121,81604,14599
11122,27380,16379
11123,326723,639
11124,126319,6973
11125,121923,93566
11126,6977,14
11127,261101,10346
11128,25694,4
11129,16643,1302
11130,101998,11895
11131,2742,1200
11132,83788,7948
11133,128215,16568
11134,405473,30280
11135,393659,77762
11136,21032,4105
11137,345922,84135
11138,21525,4
11139,127329,17820
11140,49500,11493
11141,15907,1512
11142,30374,4
11143,278334,2266
11144,9358,12
11145,64627,70154
11146,42045,559
11147,40978,6060
11148,660,8411
11149,2486,289
11150,15177,3049
11151,262975,11745
11152,158990,20857
11153,64928,3245
11154,81001,306
11155,19506,15270
11156,115223,33
11157,239563,7076
11158,46387,66728
11159,8929,2568
11160,98094,24338
11161,35026,30994
11162,347979,9342
11163,308639,14638
11164,285213,7819
11165,129277,54377
11166,8970,2232
11167,21605,5521
11168,47144,83479
11169,74666,26629
11170,125513,5542
11171,149232,33569
11172,226672,22705
11173,31364,8147
11174,241254,33832
11175,195385,17741
11176,2085,6194
11177,203217,13969
11178,148265,44161
11179,252171,34519
11180,29108,52539
11181,205724,38506
11182,23128,6735
11183,72917,83
11184,98586,6780
11185,306323,71702
11186,105833,13246
11187,185354,46567
11188,13062,2
11189,27105,8411
11190,137321,79
11191,199851,24727
11192,127521,23283
11193,329805,10611
11194,375355,86622
11195,17614,91
11196,1251,171
11197,47493,58240
11198,269,10906
11199,64944,22319
11200,329010,3898
11201,11381,4
11202,50759,4641
11203,414910,81185
11204,10201,79
11205,59118,3823
11206,103539,3623
11207,11077,33
11208,351862,50510
11209,104556,6
11210,7233,3929
11211,58251,1873
11212,64685,258
11213,206563,345
11214,18317,37449
11215,31005,41251
11216,36236,64
11217,16083,3135
11218,10176,6927
11219,340176,6919
11220,344906,55686
11221,28820,14799
11222,378446,11795
11223,190853,3500
11224,229297,23716
11225,242551,41671
11226,74126,5070
11227,66113,7584
11228,29192,15242
11229,234862,21018
11230,46931,6154
11231,64454,38298
11232,67693,25072
11233,84772,36181
11234,20806,6028
11235,98870,34455
11236,8870,6194
11237,4820,8411
11238,310888,53215
11239,82990,3172
11240,47535,3448
11241,38509,4665
11242,71945,8411
11243,277355,20671
11244,426230,72725
11245,58903,17915
11246,107028,15980
11247,9667,3801
11248,445,5870
11249,356332,64716
11250,42057,7620
11251,14217,955
11252,6038,158
11253,79316,1302
11254,37936,4952
11255,341886,25884
11256,24123,55639
11257,8292,4
11258,18098,6408
11259,19794,2224
11260,26693,4562
11261,31262,5132
11262,174751,13403
11263,418969,53015
11264,372226,14143
11265,270403,20881
11266,321644,45012
11267,73984,21641
11268,64167,5358
11269,11171,20993
11270,203264,5677
11271,108,1610
11272,7237,78412
11273,43093,14056
11274,84772,50574
11275,32166,35459
11276,58080,10000
11277,125548,40968
11278,10867,14
11279,41714,53901
11280,134350,28045
11281,73697,819
11282,107073,22625
11283,270400,3500
11284,4983,1812
11285,31880,18668
11286,1661,1972
11287,62297,21507
11288,255491,20991
