id,Movie,Genre
1020,107693,18
1021,37108,878
1022,18557,80
1023,16249,35
1024,86241,10402
1025,66187,18
1026,43000,18
1027,5998,9648
1028,139862,10752
1029,20430,10749
1030,407965,12
1031,366759,28
1032,38965,14
1033,24266,37
1034,72733,35
1035,147106,18
1036,31915,27
1037,327,18
1038,773,35
1039,31111,18
1040,22398,18
1041,28482,12
1042,12476,878
1043,18893,99
1044,30379,53
1045,274479,35
1046,343369,18
1047,11630,35
1048,72710,53
1049,28465,12
1050,2321,10749
1051,259835,12
1052,168031,35
1053,8935,10769
1054,77864,18
1055,67375,36
1056,359105,35
1057,75745,28
1058,2758,10751
1059,16938,27
1060,11897,36
1061,51823,28
1062,86360,35
1063,20986,35
1064,80468,27
1065,62567,10402
1066,293654,35
1067,24939,35
1068,29611,27
1069,226792,53
1070,129798,27
1071,63486,10751
1072,165402,10749
1073,46920,18
1074,128625,99
1075,139521,35
1076,208756,80
1077,319910,9648
1078,381032,27
1079,14087,18
1080,46278,28
1081,87349,12
1082,245168,18
1083,57597,878
1084,10549,18
1085,15022,18
1086,167410,18
1087,151911,10752
1088,121234,35
1089,250574,53
1090,33117,35
1091,373397,10402
1092,159005,99
1093,44945,18
1094,121791,18
1095,97593,10770
1096,13354,28
1097,307479,28
1098,31304,18
1099,52859,10752
1100,339342,27
1101,11712,35
1102,8840,14
1103,62978,18
1104,70133,12
1105,28169,878
1106,8471,53
1107,75577,99
1108,116160,35
1109,19029,18
1110,247218,35
1111,22579,35
1112,37098,99
1113,34078,53
1114,31921,9648
1115,329550,35
1116,35543,18
1117,206296,18
1118,169934,878
1119,458335,18
1120,54318,10751
1121,38869,35
1122,244580,10402
1123,63938,80
1124,105548,18
1125,94811,18
1126,300490,10402
1127,358724,53
1128,44933,35
1129,26505,12
1130,125409,53
1131,33102,878
1132,8897,18
1133,73984,10769
1134,43464,12
1135,60977,35
1136,193756,10752
1137,42093,99
1138,21334,10751
1139,34469,10752
1140,331588,10751
1141,91551,16
1142,46326,10749
1143,137312,35
1144,51823,80
1145,131966,80
1146,282070,878
1147,16962,16
1148,14041,28
1149,4443,27
1150,21070,18
1151,21533,14
1152,64605,53
1153,359459,35
1154,48882,18
1155,15267,18
1156,405473,18
1157,47739,80
1158,9294,10749
1159,184802,10402
1160,30508,10402
1161,16331,18
1162,268350,9648
1163,1394,18
1164,52999,9648
1165,32286,18
1166,51426,10749
1167,138611,99
1168,382501,18
1169,49961,35
1170,137776,53
1171,364810,35
1172,8989,14
1173,4964,18
1174,447758,99
1175,293660,12
1176,8204,10751
1177,38055,28
1178,24426,14
1179,207699,28
1180,11888,10751
1181,362579,53
1182,364088,18
1183,108048,16
1184,12704,35
1185,25126,35
1186,59408,35
1187,301334,18
1188,20092,18
1189,17223,53
1190,227266,878
1191,286940,10751
1192,64428,12
1193,210910,27
1194,25426,28
1195,43092,18
1196,41416,35
1197,66045,878
1198,32657,12
1199,297560,35
1200,63317,18
1201,73624,35
1202,289225,10770
1203,70736,10749
1204,41206,53
1205,293863,10749
1206,323968,14
1207,78231,18
1208,314285,12
1209,49688,18
1210,351065,18
1211,26125,53
1212,118131,18
1213,262958,36
1214,9677,35
1215,158150,35
1216,2012,18
1217,73194,36
1218,22910,80
1219,29192,10751
1220,207441,99
1221,26643,10751
1222,121936,10749
1223,45324,80
1224,80142,35
1225,2805,35
1226,32043,9648
1227,206514,36
1228,143883,10770
1229,10192,14
1230,68629,9648
1231,168031,18
1232,43075,18
1233,114779,35
1234,42136,28
1235,21413,10749
1236,118443,10749
1237,14457,27
1238,30535,18
1239,21905,10749
1240,44087,10749
1241,42298,53
1242,6076,18
1243,26936,28
1244,44960,53
1245,320873,18
1246,16016,16
1247,13798,10751
1248,377587,35
1249,79466,80
1250,153272,12
1251,293122,18
1252,37719,35
1253,17100,18
1254,256356,28
1255,19053,10749
1256,52360,10752
1257,317182,878
1258,27573,28
1259,11236,18
1260,2309,12
1261,160160,53
1262,76684,35
1263,65280,53
1264,15037,10749
1265,32328,18
1266,180635,10749
1267,16791,10751
1268,307696,16
1269,66469,80
1270,51249,10751
1271,102630,53
1272,19621,18
1273,9950,18
1274,332079,18
1275,46924,14
1276,354859,36
1277,83125,35
1278,21027,28
1279,255528,10751
1280,66925,35
1281,105539,18
1282,272693,35
1283,13526,18
1284,616,28
1285,113148,35
1286,26761,18
1287,64191,18
1288,198306,35
1289,38164,18
1290,49974,35
1291,10268,35
1292,433,10751
1293,31263,27
1294,193177,18
1295,26686,35
1296,32526,18
1297,28677,28
1298,44208,35
1299,215797,35
1300,429200,18
1301,81541,80
1302,4307,18
1303,132957,9648
1304,57983,12
1305,356483,27
1306,49028,28
1307,43751,27
1308,74199,35
1309,419601,18
1310,1726,28
1311,31287,27
1312,74645,35
1313,348689,28
1314,30624,10749
1315,7234,28
1316,26116,28
1317,9528,10749
1318,11838,27
1319,38055,10751
1320,301875,878
1321,40624,18
1322,140607,878
1323,390,53
1324,18939,14
1325,286657,27
1326,21145,35
1327,13849,27
1328,121824,28
1329,234815,18
1330,2463,28
1331,52520,14
1332,287903,14
1333,8053,37
1334,28775,27
1335,38792,35
1336,254439,35
1337,125521,35
1338,9013,80
1339,37932,12
1340,11813,35
1341,345069,27
1342,67794,10749
1343,10866,53
1344,8316,18
1345,26809,14
1346,60199,35
1347,48419,99
1348,28169,27
1349,367492,18
1350,51890,10769
1351,9030,27
1352,267497,878
1353,212503,10770
1354,242093,10402
1355,250638,14
1356,284467,53
1357,60935,9648
1358,1116,36
1359,27671,27
1360,22551,27
1361,28430,18
1362,18111,35
1363,208700,35
1364,40709,28
1365,144331,36
1366,116711,10751
1367,22618,18
1368,43757,18
1369,164366,35
1370,13355,9648
1371,45800,10749
1372,80032,10402
1373,79728,18
1374,118381,10402
1375,109018,10749
1376,809,14
1377,315057,35
1378,44472,18
1379,437752,35
1380,1850,35
1381,332534,35
1382,2692,99
1383,15440,9648
1384,24731,80
1385,11175,37
1386,9066,35
1387,1877,53
1388,25111,28
1389,61686,18
1390,104376,18
1391,12767,9648
1392,84907,53
1393,141640,10770
1394,33124,28
1395,112083,10402
1396,166,35
1397,41077,12
1398,32600,35
1399,13369,18
1400,54491,10751
1401,26376,18
1402,12481,28
1403,416445,28
1404,29610,28
1405,17421,878
1406,38150,53
1407,25684,28
1408,59066,18
1409,118536,18
1410,379,18
1411,186630,35
1412,44283,10751
1413,53301,18
1414,117452,10751
1415,9987,53
1416,149509,27
1417,12528,18
1418,43268,10402
1419,76544,28
1420,308165,35
1421,2965,28
1422,10889,80
1423,43199,10402
1424,9343,18
1425,38531,35
1426,54804,35
1427,43514,35
1428,14538,36
1429,10524,53
1430,325302,9648
1431,59197,53
1432,11897,12
1433,167021,18
1434,280617,35
1435,3050,14
1436,20544,18
1437,77915,10749
1438,47816,35
1439,238362,10749
1440,84030,14
1441,42204,18
1442,47143,18
1443,336804,18
1444,59191,10751
1445,11338,18
1446,92251,18
1447,77473,10402
1448,14041,53
1449,1665,18
1450,369033,53
1451,70752,14
1452,26491,10749
1453,9474,35
1454,19010,53
1455,17275,35
1456,14660,27
1457,42537,18
1458,298158,18
1459,16075,18
1460,29368,53
1461,124042,18
1462,254661,18
1463,169069,35
1464,11800,35
1465,38920,18
1466,124633,18
1467,83965,12
1468,32628,18
1469,77887,16
1470,156277,18
1471,11313,9648
1472,95177,10749
1473,28062,53
1474,4538,12
1475,40633,10402
1476,58011,35
1477,74777,9648
1478,326723,99
1479,43973,18
1480,369245,35
1481,22779,16
1482,181456,53
1483,53168,18
1484,35558,10770
1485,134394,53
1486,146373,35
1487,125264,35
1488,13574,18
1489,36797,878
1490,87194,16
1491,228108,35
1492,31150,53
1493,18998,12
1494,2675,18
1495,44246,18
1496,359105,18
1497,9297,14
1498,8316,36
1499,31875,10769
1500,128856,10769
1501,59401,28
1502,407448,36
1503,168295,28
1504,319073,99
1505,106016,18
1506,7551,878
1507,271404,878
1508,9894,18
1509,12888,80
1510,8368,18
1511,3085,18
1512,12807,10749
1513,1984,878
1514,80193,37
1515,37936,27
1516,59118,28
1517,53864,9648
1518,65156,35
1519,2990,53
1520,24777,35
1521,111302,10749
1522,413882,18
1523,96238,10749
1524,79329,27
1525,185354,10752
1526,16661,18
1527,270336,18
1528,16124,12
1529,253395,18
1530,38955,12
1531,20992,53
1532,6951,80
1533,390526,10749
1534,101929,18
1535,10708,35
1536,19403,80
1537,341174,18
1538,120802,12
1539,505,80
1540,17971,10751
1541,189359,99
1542,93263,18
1543,174188,27
1544,334074,53
1545,388764,35
1546,106131,18
1547,90001,35
1548,1421,18
1549,19042,14
1550,4147,80
1551,245536,12
1552,273481,18
1553,226188,9648
1554,8080,53
1555,55853,10769
1556,8199,10749
1557,52803,16
1558,11576,12
1559,170279,35
1560,544,10749
1561,25921,18
1562,22910,28
1563,82368,35
1564,160046,14
1565,82716,14
1566,16436,12
1567,371818,18
1568,171446,10749
1569,49391,12
1570,124013,80
1571,16643,35
1572,55712,53
1573,41949,18
1574,366566,35
1575,64936,9648
1576,15006,18
1577,55989,28
1578,488,12
1579,15081,18
1580,346490,18
1581,146233,18
1582,17288,28
1583,42045,18
1584,430250,27
1585,102382,12
1586,127144,16
1587,33788,53
1588,57737,16
1589,100088,80
1590,302528,53
1591,107499,18
1592,10364,18
1593,182899,18
1594,9624,53
1595,81313,35
1596,14489,10749
1597,26866,10749
1598,55720,18
1599,109587,35
1600,40387,27
1601,13241,36
1602,11055,80
1603,1721,28
1604,206563,18
1605,60199,18
1606,19618,80
1607,83788,80
1608,31347,35
1609,52560,35
1610,84030,12
1611,11307,35
1612,108282,18
1613,25736,53
1614,41378,28
1615,1550,18
1616,298695,53
1617,38289,35
1618,83013,10749
1619,13616,18
1620,403450,18
1621,42298,9648
1622,230295,35
1623,89756,10770
1624,331962,18
1625,86241,18
1626,378485,27
1627,71114,18
1628,9385,35
1629,426670,18
1630,21571,10769
1631,14088,16
1632,75,878
1633,8965,16
1634,9890,878
1635,271954,10749
1636,360592,10402
1637,42752,18
1638,31078,18
1639,54715,18
1640,24645,18
1641,117942,27
1642,57089,35
1643,215881,53
1644,36212,10751
1645,71905,35
1646,327225,10749
1647,17911,27
1648,44896,16
1649,142012,53
1650,16214,28
1651,53654,80
1652,23155,28
1653,204802,18
1654,50329,10749
1655,57816,18
1656,185273,35
1657,64183,35
1658,99361,35
1659,111398,18
1660,10550,12
1661,10407,10749
1662,245703,878
1663,86820,18
1664,17386,28
1665,61563,35
1666,70667,12
1667,2087,53
1668,110,18
1669,44932,27
1670,97614,53
1671,44801,35
1672,270946,35
1673,180252,35
1674,11959,35
1675,51836,10770
1676,10567,16
1677,12079,18
1678,105945,28
1679,26293,9648
1680,22404,53
1681,315252,35
1682,135204,53
1683,42825,80
1684,8371,18
1685,11139,18
1686,74057,35
1687,302118,10751
1688,27061,9648
1689,359549,16
1690,40217,53
1691,325189,10751
1692,82806,10769
1693,97593,12
1694,25707,80
1695,1726,12
1696,10890,35
1697,32059,53
1698,33356,18
1699,119926,10752
1700,98864,14
1701,61109,10749
1702,73116,18
1703,397520,10770
1704,390,18
1705,282268,35
1706,243683,18
1707,43471,10749
1708,22999,35
1709,1273,35
1710,28571,10749
1711,32552,10402
1712,97794,80
1713,66926,12
1714,306323,18
1715,77060,14
1716,50001,35
1717,37936,9648
1718,46592,10749
1719,74035,27
1720,84720,27
1721,21159,27
1722,73027,80
1723,26142,18
1724,99826,18
1725,14651,18
1726,332839,18
1727,43228,27
1728,282069,27
1729,305932,35
1730,74057,18
1731,10137,35
1732,64304,28
1733,25633,80
1734,5552,18
1735,41581,35
1736,30929,27
1737,253283,35
1738,19354,14
1739,8998,10749
1740,2300,14
1741,366143,10751
1742,19430,10752
1743,19827,28
1744,12279,10751
1745,54146,14
1746,294652,18
1747,188468,10749
1748,1369,53
1749,25953,12
1750,35284,28
1751,102384,10749
1752,838,18
1753,113432,10751
1754,227348,53
1755,10257,28
1756,17421,53
1757,67174,10769
1758,164504,28
1759,58244,18
1760,47404,80
1761,289207,99
1762,36373,53
1763,135799,18
1764,71945,27
1765,43365,10402
1766,16550,18
1767,163706,53
1768,15037,35
1769,273084,9648
1770,273868,35
1771,9812,53
1772,98612,18
1773,286372,9648
1774,322443,12
1775,2280,14
1776,10568,10749
1777,409903,18
1778,36162,10751
1779,109466,53
1780,74714,18
1781,46729,878
1782,52868,27
1783,20372,10752
1784,38547,10749
1785,148408,10749
1786,183932,10752
1787,29352,878
1788,83896,35
1789,40817,35
1790,76333,10749
1791,64567,35
1792,51947,18
1793,242310,28
1794,103201,28
1795,388862,9648
1796,25649,10749
1797,45020,10749
1798,210052,36
1799,26736,35
1800,107443,18
1801,64861,10769
1802,169382,99
1803,45792,18
1804,402582,35
1805,28110,80
1806,271234,80
1807,11142,53
1808,2487,53
1809,47942,53
1810,435707,35
1811,2640,18
1812,13062,16
1813,24810,10770
1814,104776,18
1815,75510,35
1816,278939,18
1817,361183,878
1818,25335,80
1819,11298,27
1820,24126,14
1821,46121,80
1822,69560,18
1823,13258,35
1824,140607,12
1825,94568,35
1826,357851,14
1827,313646,10749
1828,267506,53
1829,286709,18
1830,27653,16
