id,Movie,Genre
5971,48838,80
5972,208529,10749
5973,90351,28
5974,47882,80
5975,22968,10749
5976,73348,10749
5977,41551,9648
5978,212530,36
5979,38962,53
5980,10493,27
5981,71336,18
5982,32536,16
5983,79218,10770
5984,38048,12
5985,223391,18
5986,95627,80
5987,42669,80
5988,5551,12
5989,15940,53
5990,34977,18
5991,80281,10769
5992,42966,80
5993,13163,35
5994,86234,18
5995,291413,53
5996,29239,27
5997,9963,18
5998,205891,27
5999,44641,28
6000,209209,12
6001,389972,10751
6002,41131,18
6003,116437,18
6004,84720,18
6005,31377,35
6006,37609,18
6007,94204,18
6008,11321,18
6009,31911,35
6010,130233,10749
6011,34181,10749
6012,285270,18
6013,313896,10770
6014,270015,37
6015,28323,37
6016,30298,35
6017,75537,18
6018,75641,18
6019,67216,18
6020,91259,80
6021,19277,53
6022,79743,53
6023,284013,80
6024,24756,28
6025,101231,9648
6026,13493,35
6027,36751,14
6028,75903,27
6029,144651,99
6030,12526,27
6031,74314,9648
6032,371003,27
6033,2830,10749
6034,81463,80
6035,131907,35
6036,42298,18
6037,140825,18
6038,37600,10769
6039,43904,18
6040,9079,10749
6041,284537,35
6042,22899,878
6043,11362,53
6044,59230,80
6045,221667,18
6046,76544,18
6047,87229,18
6048,73501,12
6049,54524,80
6050,79782,10749
6051,15664,53
6052,259761,27
6053,352186,35
6054,15916,14
6055,19014,28
6056,12783,36
6057,29694,28
6058,8989,10751
6059,70695,18
6060,94568,10402
6061,25038,53
6062,10930,18
6063,180691,99
6064,29239,9648
6065,10055,27
6066,194722,35
6067,42796,27
6068,10139,18
6069,10753,53
6070,53486,18
6071,99261,53
6072,15073,18
6073,2611,10749
6074,56816,18
6075,14207,28
6076,51481,35
6077,19898,27
6078,28535,10749
6079,77000,35
6080,18694,10749
6081,18683,35
6082,130507,10749
6083,415255,53
6084,31821,10749
6085,26378,9648
6086,6341,18
6087,218508,18
6088,11837,12
6089,18836,18
6090,1497,878
6091,39833,18
6092,29903,14
6093,25645,10749
6094,74561,28
6095,122134,99
6096,415542,35
6097,24554,10751
6098,26644,14
6099,148176,16
6100,23239,53
6101,85729,10749
6102,188507,12
6103,67314,27
6104,255647,35
6105,15356,53
6106,347031,35
6107,145194,18
6108,31277,35
6109,3104,27
6110,616,18
6111,29146,878
6112,44578,18
6113,35564,27
6114,94874,27
6115,39276,27
6116,37410,18
6117,50153,878
6118,17606,53
6119,220,18
6120,63326,10770
6121,36674,10751
6122,31111,80
6123,410965,35
6124,83770,12
6125,244956,18
6126,106537,99
6127,33305,27
6128,12453,18
6129,50761,12
6130,29416,28
6131,381518,35
6132,14931,53
6133,37779,12
6134,56800,18
6135,27150,53
6136,70199,27
6137,20439,35
6138,35001,37
6139,22279,35
6140,11440,18
6141,61400,10769
6142,43113,878
6143,327909,10749
6144,29694,9648
6145,64190,10751
6146,48488,14
6147,61991,18
6148,121929,18
6149,2300,10751
6150,29286,27
6151,103236,28
6152,59387,28
6153,57749,80
6154,44282,35
6155,19342,18
6156,271164,10402
6157,197,28
6158,9585,18
6159,300667,18
6160,14019,35
6161,310135,12
6162,209112,12
6163,202214,878
6164,71689,35
6165,96252,10402
6166,47065,878
6167,302699,35
6168,51284,18
6169,68191,10749
6170,127105,18
6171,48376,99
6172,38310,35
6173,32684,53
6174,30941,80
6175,248376,28
6176,39276,14
6177,43365,18
6178,10925,27
6179,24212,878
6180,141971,9648
6181,444713,28
6182,53767,18
6183,12113,18
6184,24357,28
6185,464819,99
6186,354128,10749
6187,20473,35
6188,15285,18
6189,274127,18
6190,56078,80
6191,9785,18
6192,39130,18
6193,2280,18
6194,77068,28
6195,14142,80
6196,206284,10402
6197,85525,10769
6198,94739,10402
6199,9516,80
6200,20646,80
6201,63326,9648
6202,319993,18
6203,2102,12
6204,755,28
6205,56558,10749
6206,525,35
6207,28940,35
6208,49277,35
6209,197210,16
6210,33534,16
6211,75745,53
6212,68347,27
6213,10657,27
6214,25667,18
6215,16232,35
6216,19101,18
6217,126927,27
6218,297762,14
6219,17339,12
6220,21753,10749
6221,13374,18
6222,46513,12
6223,14295,18
6224,387399,18
6225,270672,10749
6226,294093,12
6227,2924,18
6228,40041,9648
6229,17038,878
6230,85699,35
6231,13169,35
6232,82153,99
6233,47500,35
6234,288313,18
6235,26958,27
6236,60551,12
6237,27840,27
6238,63414,10749
6239,38783,53
6240,27503,10749
6241,875,10749
6242,92391,80
6243,106747,80
6244,269149,12
6245,53654,18
6246,29101,35
6247,21959,878
6248,84994,27
6249,144475,18
6250,70006,18
6251,314635,35
6252,15081,878
6253,28858,36
6254,11230,28
6255,61070,35
6256,174769,10749
6257,220029,18
6258,14429,35
6259,12122,27
6260,105528,10751
6261,32298,35
6262,275269,28
6263,80280,27
6264,8325,18
6265,178446,18
6266,10733,37
6267,12422,18
6268,88271,18
6269,182035,35
6270,53574,37
6271,60422,35
6272,25694,12
6273,56143,99
6274,43526,10752
6275,24749,18
6276,396535,27
6277,108,9648
6278,167956,35
6279,153163,18
6280,29128,27
6281,18082,35
6282,145481,35
6283,33357,80
6284,253232,35
6285,125344,18
6286,64362,18
6287,12637,10402
6288,145760,35
6289,2637,9648
6290,252888,18
6291,16015,18
6292,18690,10402
6293,424014,35
6294,296344,35
6295,334132,10749
6296,18312,99
6297,46623,18
6298,25074,18
6299,315465,28
6300,1421,35
6301,19255,35
6302,209556,99
6303,44658,18
6304,102949,37
6305,27653,9648
6306,34205,10770
6307,13436,27
6308,344147,878
6309,418990,35
6310,297814,35
6311,10871,28
6312,18506,35
6313,113194,14
6314,26670,35
6315,416445,35
6316,10320,53
6317,121354,18
6318,246860,18
6319,279179,10749
6320,56264,28
6321,48375,99
6322,290825,35
6323,791,53
6324,44388,10749
6325,539,53
6326,18475,18
6327,343934,35
6328,308529,18
6329,43441,35
6330,213121,35
6331,6391,35
6332,1723,35
6333,36194,18
6334,336029,18
6335,100110,53
6336,169800,37
6337,3574,27
6338,107319,28
6339,125025,10769
6340,130900,10402
6341,153169,18
6342,17100,878
6343,47914,37
6344,38162,18
6345,50326,18
6346,276536,99
6347,105,878
6348,20304,12
6349,20047,80
6350,10986,35
6351,25673,18
6352,74505,53
6353,15472,9648
6354,1497,28
6355,185564,35
6356,117212,9648
6357,71805,12
6358,106573,10749
6359,50463,35
6360,12599,14
6361,18514,18
6362,110588,27
6363,59401,10752
6364,12645,53
6365,16320,12
6366,61113,35
6367,38950,53
6368,2669,18
6369,294047,53
6370,288710,53
6371,400174,36
6372,55612,28
6373,29212,53
6374,18472,53
6375,28425,27
6376,70282,18
6377,43656,35
6378,213443,35
6379,351211,27
6380,257344,35
6381,160046,12
6382,45671,18
6383,12106,37
6384,172,28
6385,14843,10749
6386,123025,16
6387,175822,28
6388,415358,53
6389,172004,99
6390,128795,53
6391,8010,28
6392,74714,10752
6393,19736,14
6394,20623,18
6395,33253,35
6396,42678,9648
6397,18917,35
6398,10929,27
6399,71444,28
6400,44540,18
6401,831,9648
6402,394723,10749
6403,153854,18
6404,36968,10751
6405,198890,35
6406,15534,10749
6407,53864,10749
6408,22396,10769
6409,155765,16
6410,110989,10751
6411,430973,35
6412,88176,53
6413,110598,10749
6414,242090,10749
6415,13792,53
6416,382589,35
6417,322922,28
6418,34729,10751
6419,60935,53
6420,310972,10749
6421,96701,35
6422,362180,18
6423,20132,53
6424,15916,27
6425,114108,14
6426,46326,80
6427,28295,27
6428,146,28
6429,45000,14
6430,3291,36
6431,116232,35
6432,158739,80
6433,111239,53
6434,161602,9648
6435,78364,18
6436,910,53
6437,68987,10749
6438,16806,35
6439,168027,35
6440,15934,18
6441,24810,10749
6442,10208,14
6443,85230,27
6444,345924,18
6445,43935,878
6446,50761,9648
6447,323665,53
6448,128270,18
6449,39356,35
6450,85628,10749
6451,396330,16
6452,245017,10751
6453,41597,10752
6454,293982,10752
6455,173153,10770
6456,36915,18
6457,436343,18
6458,131932,35
6459,19971,18
6460,25807,53
6461,26376,80
6462,274483,35
6463,43645,14
6464,27358,27
6465,104193,18
6466,18809,35
6467,79779,10769
6468,47816,28
6469,27034,80
6470,38022,28
6471,461955,28
6472,41932,35
6473,81409,18
6474,24795,18
6475,90762,35
6476,44389,10749
6477,209410,10749
6478,393562,53
6479,2805,10749
6480,53798,10749
6481,690,18
6482,74950,10402
6483,56853,18
6484,11008,35
6485,20678,35
6486,38356,878
6487,17136,53
6488,277388,37
6489,27966,10749
6490,87388,53
6491,14694,28
6492,15359,28
6493,9301,10749
6494,70752,18
6495,2291,27
6496,10663,35
6497,322317,99
6498,19582,99
6499,270470,36
6500,28068,27
6501,229757,10749
6502,44012,18
6503,21138,35
6504,5559,35
6505,2976,10749
6506,21430,878
6507,162458,10402
6508,18094,99
6509,24655,9648
6510,11960,10749
6511,288694,80
6512,150247,10751
6513,125548,35
6514,268735,35
6515,143380,80
6516,311764,35
6517,4413,80
6518,36554,18
6519,459,18
6520,17956,35
6521,21442,35
6522,337107,18
6523,429838,9648
6524,70351,27
6525,63876,35
6526,352024,16
6527,86732,10752
6528,362703,12
6529,302528,18
6530,7515,18
6531,330171,35
6532,419430,27
6533,369052,10751
6534,136466,18
6535,124277,16
6536,59181,35
6537,115929,10769
6538,28363,27
6539,408140,27
6540,354287,18
6541,20296,53
6542,89688,10769
6543,197788,35
6544,59189,878
6545,24392,878
6546,18917,14
6547,16938,53
6548,157843,36
6549,33172,53
6550,57811,10769
6551,286372,53
6552,193878,10749
6553,246320,35
6554,14537,36
6555,36658,12
6556,68174,9648
6557,11626,10751
6558,26301,80
6559,43806,36
6560,9675,35
6561,411638,53
6562,37586,18
6563,8951,18
6564,19676,10749
6565,317114,10749
6566,24685,18
6567,29938,878
6568,52920,35
6569,401222,53
6570,20495,10769
6571,352498,18
6572,151730,99
6573,43149,27
6574,283995,12
6575,118490,28
6576,198652,35
6577,10937,10749
6578,40662,28
6579,252746,35
6580,190955,80
6581,317114,35
6582,61563,18
6583,74777,53
6584,21866,18
6585,184402,16
6586,127091,28
6587,35572,35
6588,40970,10769
6589,167012,35
6590,9977,35
6591,9716,10749
6592,32331,18
6593,108812,18
6594,424661,12
6595,17908,18
6596,247500,80
6597,13798,12
6598,73257,35
6599,44303,14
6600,18897,18
6601,366630,10770
6602,123728,18
6603,39578,35
6604,312174,27
6605,86532,28
6606,333667,16
6607,29192,16
6608,90125,99
6609,157117,10402
6610,251232,18
6611,55694,14
6612,9905,80
6613,37581,18
6614,424488,18
6615,265019,27
6616,203186,27
6617,2613,35
6618,47410,53
6619,53617,35
6620,13965,28
6621,324440,27
6622,200796,35
6623,374883,10752
6624,18616,53
6625,28120,9648
6626,26808,36
6627,114931,10769
6628,88075,18
6629,47867,14
6630,25695,18
6631,25855,28
6632,18890,878
6633,31473,16
6634,26336,10749
6635,7445,18
6636,49844,9648
6637,128412,18
6638,41516,14
6639,93492,18
6640,22371,10770
6641,47112,10749
6642,42674,35
6643,42040,28
6644,128637,53
6645,112722,99
6646,38558,18
6647,90228,35
6648,15043,18
6649,15810,80
6650,18919,18
6651,241930,878
6652,65367,53
6653,245019,18
6654,4191,10749
6655,49712,18
6656,44875,9648
6657,339994,18
6658,60082,35
6659,11899,35
6660,26149,18
6661,40095,35
6662,102057,35
6663,11425,878
6664,61908,80
6665,43645,35
6666,76788,28
6667,38325,53
6668,226630,27
6669,9835,35
6670,252853,18
6671,277687,9648
6672,33740,99
6673,91333,28
6674,154371,878
6675,82679,35
6676,10053,27
6677,85196,27
6678,24746,12
6679,336775,35
6680,34840,18
6681,142979,35
6682,62684,53
6683,435,12
6684,8247,14
6685,18646,10402
6686,134435,37
6687,13025,28
6688,89445,18
6689,9981,10749
6690,225285,53
6691,31682,878
6692,61950,18
6693,103539,10769
6694,365709,9648
6695,11692,878
6696,139455,27
6697,59981,10751
6698,333354,12
6699,27450,80
6700,86920,53
6701,36251,10751
6702,17216,53
6703,63105,878
6704,67633,18
6705,229610,10749
6706,14286,99
6707,147767,28
6708,373200,12
6709,31146,18
6710,300690,35
6711,114242,14
6712,33273,28
6713,46972,10751
6714,21734,80
6715,59965,9648
6716,17303,28
6717,25603,35
6718,14292,18
6719,39129,18
6720,35026,12
6721,32694,10769
6722,7459,10751
6723,38107,37
6724,45649,9648
6725,393559,10751
6726,13655,35
6727,19324,35
6728,32074,28
6729,120729,35
6730,320420,99
6731,62190,18
6732,258384,18
6733,7326,18
6734,95177,80
6735,54166,10752
6736,51955,35
6737,212996,28
6738,44566,10402
6739,226354,18
6740,126934,10749
6741,25633,18
6742,115283,35
6743,17590,80
6744,32628,35
6745,246403,35
6746,20527,10749
6747,198062,35
6748,74779,28
6749,14787,16
6750,64936,80
6751,32834,12
6752,12783,18
6753,31978,10749
6754,42764,28
6755,173301,99
6756,112531,18
6757,315465,16
6758,2102,18
6759,54555,35
6760,13649,18
6761,121824,35
6762,217775,35
6763,203321,18
6764,32654,14
6765,374416,35
6766,197335,35
6767,302026,878
6768,384737,53
6769,76115,10402
6770,105760,18
6771,291270,35
6772,345519,99
6773,9423,28
6774,275065,12
6775,92389,53
6776,80012,53
6777,1950,10749
6778,137321,14
6779,16638,28
6780,321039,878
6781,85916,35
6782,201365,18
6783,25074,28
6784,58570,18
6785,198890,18
6786,9882,80
6787,9982,16
6788,10889,28
6789,116733,12
6790,13396,12
6791,300669,53
6792,66045,16
6793,244458,27
6794,55823,10752
6795,195763,18
6796,212530,18
6797,51250,28
6798,267466,53
6799,104211,10749
6800,37038,10402
6801,77294,16
6802,2102,28
6803,314352,35
6804,268212,12
6805,79778,80
6806,83761,18
6807,330878,10749
6808,28732,12
6809,13477,14
6810,27283,10749
6811,69560,10770
6812,210126,16
6813,141267,53
6814,76286,35
6815,18002,35
6816,11531,9648
6817,292033,18
6818,75244,10751
6819,15387,18
6820,336882,18
6821,3716,35
6822,43808,35
6823,98125,10749
6824,14615,10749
6825,59838,10749
6826,805,27
6827,34582,53
6828,82624,10769
6829,87514,28
6830,170677,18
6831,285858,80
6832,337879,18
6833,82409,18
6834,337876,18
6835,332286,36
6836,90228,18
6837,12432,18
6838,218443,53
6839,11630,10751
6840,255388,35
6841,297745,35
6842,159138,99
6843,73642,10749
6844,100275,35
6845,62330,28
6846,20153,53
6847,398633,35
6848,34326,28
6849,37984,10769
6850,43931,18
6851,280422,35
6852,35292,35
6853,18492,28
6854,16147,10769
6855,298935,18
6856,58985,18
6857,121662,878
6858,2029,35
6859,44442,18
6860,133704,35
6861,7551,28
6862,41301,10749
6863,254193,27
6864,163870,36
6865,289207,53
6866,267310,99
6867,54102,10752
6868,43354,10749
6869,162374,18
6870,270724,10749
6871,127144,14
6872,14945,878
6873,9540,18
6874,75969,35
6875,213755,14
6876,127521,80
6877,364833,18
6878,857,36
6879,50126,18
6880,52782,18
6881,40047,10770
6882,293167,14
6883,28047,10749
6884,149465,18
6885,10004,27
6886,17479,18
6887,81312,35
6888,185987,18
6889,71771,10769
6890,140509,18
6891,219572,80
6892,60547,37
6893,40799,37
6894,74585,18
6895,206296,10749
6896,146315,18
6897,70090,35
6898,43700,35
6899,67794,18
6900,12606,35
6901,10916,12
6902,9042,53
6903,37329,37
6904,153717,10751
6905,65131,10749
6906,11979,27
6907,23861,18
6908,300090,18
6909,52358,18
6910,9899,35
6911,11003,10749
6912,300424,12
6913,23382,53
6914,197854,10769
6915,121539,10749
6916,364324,28
6917,105833,10749
6918,53459,27
6919,22855,16
6920,30060,16
6921,50008,36
6922,19398,35
6923,66175,80
6924,11601,53
6925,220287,18
6926,214081,10749
6927,306952,35
6928,309879,53
6929,33923,80
6930,27671,53
6931,316042,10752
6932,36658,28
6933,86321,18
6934,294819,35
6935,46943,53
6936,229297,35
6937,9426,878
6938,84352,80
6939,111042,10402
6940,37339,10769
6941,14923,35
6942,56815,53
6943,77645,28
6944,5559,16
6945,34734,53
6946,353641,10751
6947,27300,16
6948,384262,99
6949,214100,18
6950,34138,28
6951,21057,16
6952,413770,18
6953,47911,35
6954,79707,12
6955,105077,12
6956,10326,878
6957,19548,35
6958,601,10751
6959,18283,10402
6960,26486,28
6961,21753,35
6962,282963,10770
6963,29143,18
6964,8332,80
6965,90110,35
6966,71120,28
6967,43808,10751
6968,10265,28
6969,10972,9648
6970,398891,10749
6971,110980,27
6972,19989,37
6973,46943,18
6974,68050,53
6975,102629,12
6976,334527,80
6977,2080,12
6978,21519,35
6979,136087,35
6980,86266,10769
6981,45562,18
6982,55846,28
6983,324572,18
6984,60189,35
6985,55823,35
6986,9079,18
6987,72574,80
6988,32158,28
6989,27791,27
6990,20055,9648
6991,253286,53
6992,14979,28
6993,61267,10749
6994,336691,10749
6995,134238,35
6996,63612,35
6997,422005,35
6998,403867,80
6999,13205,18
7000,42703,37
7001,805,9648
7002,57829,36
7003,85836,18
7004,76097,35
7005,10696,10749
7006,26687,27
7007,68684,35
7008,49843,35
7009,89659,27
7010,47959,10749
7011,176079,18
7012,31273,18
7013,18575,28
7014,113743,12
7015,166255,10749
7016,443053,18
7017,304134,35
7018,58904,27
7019,2611,35
7020,53209,10749
7021,29398,9648
7022,376523,99
7023,53693,10751
7024,18711,9648
7025,83435,35
7026,64568,9648
7027,14293,18
7028,55712,28
7029,1773,18
7030,11496,12
7031,305127,18
7032,25037,35
7033,38594,16
7034,19736,28
7035,2965,878
7036,131478,18
7037,9828,9648
7038,301348,36
7039,37672,18
7040,306598,18
7041,52049,53
7042,17895,12
7043,32328,10402
7044,43459,12
7045,13685,35
7046,13408,35
7047,136087,14
7048,22899,27
7049,112287,53
7050,61400,35
7051,118443,18
7052,13682,10751
7053,45990,18
7054,26736,12
7055,97672,35
7056,111759,12
7057,27461,36
7058,13517,35
7059,13022,28
7060,25921,35
7061,24050,35
7062,219781,99
7063,19403,53
7064,87296,28
7065,64393,18
7066,5544,10749
7067,53870,12
7068,407887,28
7069,73462,12
7070,36807,14
7071,52705,10752
7072,64868,10751
7073,285733,14
7074,10693,16
7075,267466,18
7076,25801,18
7077,76200,80
7078,84284,99
7079,224903,53
7080,10326,14
7081,25597,14
7082,141138,28
7083,14449,18
7084,20107,10749
7085,37108,10751
7086,111759,10749
7087,34496,80
7088,98364,18
7089,31275,878
7090,12683,28
7091,308032,53
7092,24479,99
7093,127445,18
7094,137491,18
7095,205587,18
7096,332354,35
7097,348689,12
7098,433082,10752
7099,13788,9648
7100,19294,18
7101,41209,28
7102,2897,14
7103,42553,80
7104,14008,35
7105,86703,53
7106,183039,18
7107,19108,80
7108,156141,36
7109,12538,10749
7110,39308,14
7111,84333,10749
7112,283489,12
7113,12614,10749
7114,38021,18
7115,267623,18
7116,87826,35
7117,74836,878
7118,84903,35
7119,79782,18
7120,374475,35
7121,28320,10749
7122,13411,80
7123,12144,12
7124,7871,18
7125,67377,35
7126,44902,18
7127,30974,27
7128,36868,16
7129,19995,12
7130,46193,37
7131,3055,10402
7132,47405,18
7133,14069,878
7134,88005,35
7135,113432,18
7136,175334,18
7137,21571,35
7138,41077,14
7139,343140,10402
7140,117730,18
7141,166904,35
7142,34672,10751
7143,49492,10749
7144,3033,18
7145,55759,35
7146,126754,53
7147,146322,18
7148,14292,36
7149,94671,18
7150,61935,10749
7151,395982,35
7152,129966,18
7153,52555,18
7154,24914,16
7155,4983,28
7156,18642,35
7157,43808,10749
7158,73262,27
7159,10696,18
7160,13849,53
7161,76203,18
7162,26030,80
7163,56391,10751
7164,47900,14
7165,39123,12
7166,291270,10749
7167,59296,10749
7168,44877,10749
7169,41559,53
7170,28345,18
7171,203715,16
7172,348315,80
7173,60160,28
7174,22140,9648
7175,11380,27
7176,303857,12
7177,37725,14
7178,409696,14
7179,141145,18
7180,98631,80
7181,24936,18
7182,41110,10749
7183,18633,14
7184,37936,18
7185,37954,18
7186,15045,35
7187,2017,53
7188,246917,27
7189,85052,10749
7190,16342,53
7191,273896,18
7192,11380,28
7193,9894,35
7194,66949,18
7195,84030,10751
7196,92391,10769
7197,448992,99
7198,16331,28
7199,185291,18
7200,130717,10402
7201,83562,18
7202,15156,80
7203,4930,53
7204,262786,35
7205,48466,35
7206,76411,18
7207,348025,35
7208,200727,35
7209,9084,10769
7210,14372,27
7211,276123,35
7212,281215,10752
7213,31922,10749
7214,44105,18
7215,46286,18
7216,49852,10751
7217,69828,12
7218,10070,28
7219,28025,18
7220,46658,18
7221,12104,10402
7222,124517,18
7223,5551,28
7224,51302,35
7225,240881,28
7226,11329,53
7227,54700,27
7228,13763,18
7229,10433,10749
7230,53150,27
7231,347945,53
7232,29825,18
7233,43846,10749
7234,42571,18
7235,29368,9648
7236,30924,35
7237,235260,18
7238,26961,14
7239,157919,18
7240,15379,10752
7241,23619,35
7242,50674,12
7243,2977,10749
7244,49190,53
7245,51999,10749
7246,40850,10749
7247,54570,35
7248,64225,18
7249,227266,18
7250,116303,18
7251,13956,14
7252,44875,10749
7253,80343,28
7254,270007,53
7255,655,18
7256,120837,18
7257,319513,18
7258,11259,10749
7259,20186,18
7260,397837,18
7261,267557,35
7262,32428,35
7263,40850,18
7264,252102,35
7265,24348,99
7266,46729,10749
7267,68797,10749
7268,44896,35
7269,1073,18
7270,42473,10751
7271,12450,12
7272,77964,10749
7273,79500,878
7274,43935,27
7275,44682,53
7276,1793,10751
7277,26252,28
7278,29082,28
7279,76094,10749
7280,21786,9648
7281,243568,9648
7282,30941,18
7283,298228,27
7284,52251,27
7285,403570,35
7286,126523,18
7287,924,27
7288,408508,18
7289,11887,10751
7290,65488,10749
7291,14869,53
7292,57230,14
7293,270383,53
7294,269246,878
7295,14869,28
7296,258251,28
7297,83361,12
7298,137357,18
7299,25969,10749
7300,295748,18
7301,51786,10751
7302,11091,10749
7303,44895,35
7304,2,80
7305,9664,28
7306,52362,18
7307,38417,80
7308,85446,10402
7309,99861,28
7310,296523,18
7311,61348,18
7312,91690,18
7313,113119,878
7314,48254,18
7315,15497,28
7316,60281,10749
7317,15506,18
7318,42307,878
7319,87612,80
7320,45807,35
7321,15148,18
7322,20644,10749
7323,435737,35
7324,22943,18
7325,26005,80
7326,21028,35
7327,110608,9648
7328,64202,28
7329,13072,28
7330,102632,28
7331,85673,53
7332,13680,10751
7333,40873,99
7334,333354,18
7335,10303,35
7336,421741,18
7337,241254,28
7338,62764,35
7339,29239,18
7340,24757,80
7341,382125,18
7342,241071,18
7343,60551,10749
7344,361050,80
7345,26293,53
7346,54752,18
7347,11202,36
7348,285848,10751
7349,219067,99
7350,412209,10749
7351,52454,27
7352,197854,16
7353,70006,28
7354,10176,878
7355,73420,10402
7356,61113,10749
7357,41805,18
7358,25468,18
7359,105965,10751
7360,30695,18
7361,142746,35
7362,24916,27
7363,16005,35
7364,20879,35
7365,40799,28
7366,42045,10402
7367,34734,27
7368,110227,10751
7369,16234,16
7370,43277,18
7371,226269,27
7372,109379,18
7373,11907,10751
7374,82243,9648
7375,115290,18
7376,282963,878
7377,333352,10752
7378,64215,27
7379,63081,27
7380,110992,18
7381,76684,18
7382,105254,18
7383,244001,35
7384,10458,28
7385,33015,37
7386,40879,35
7387,141210,35
7388,293167,28
7389,21769,12
7390,88491,35
7391,57627,10749
7392,20986,28
7393,373541,53
7394,225499,35
7395,120657,18
7396,73306,18
7397,200,878
7398,3587,10751
7399,96872,35
7400,19174,80
7401,314283,18
7402,43525,10749
7403,87827,12
7404,245917,36
7405,7326,35
7406,73565,35
7407,18334,27
7408,126250,35
7409,18088,35
7410,14753,18
7411,15527,27
7412,322400,99
7413,36089,878
7414,83729,35
7415,20421,16
7416,47694,10769
7417,20287,28
7418,1452,28
7419,244956,36
7420,31022,27
7421,298751,35
7422,61203,10769
7423,122271,18
7424,208637,18
7425,11496,28
7426,122435,12
7427,51548,18
7428,79935,10752
7429,220669,18
7430,24752,12
7431,9613,9648
7432,5646,35
7433,85959,18
7434,12230,12
7435,11354,35
7436,59803,16
7437,38340,28
7438,110146,18
7439,66526,10769
7440,29695,9648
7441,12449,80
7442,35177,10751
7443,121510,35
7444,31439,10752
7445,104398,16
7446,90395,10402
7447,39957,53
7448,1418,18
7449,177902,35
7450,17258,80
7451,5915,12
7452,47405,35
7453,32901,99
7454,11045,35
7455,5608,12
7456,211387,878
7457,159810,18
7458,20742,80
7459,373546,18
7460,16234,10751
7461,255343,10749
7462,242076,18
7463,21769,878
7464,11232,35
7465,1899,18
7466,16382,10749
7467,248633,27
7468,104146,35
7469,66668,10749
7470,43049,35
7471,11975,53
7472,133255,37
7473,53403,35
7474,61473,10751
7475,25941,18
7476,29094,18
7477,309581,18
7478,63144,99
7479,3057,18
7480,16907,28
7481,241374,35
7482,39347,10749
7483,49230,28
7484,177572,10751
7485,35139,10749
7486,38625,28
7487,285213,36
7488,229134,10749
7489,94570,18
7490,298931,10402
7491,21828,10749
7492,83718,53
7493,34723,28
7494,24801,35
7495,293380,36
7496,76047,10749
7497,42569,35
7498,93828,12
7499,123770,18
7500,41380,35
7501,65089,35
7502,31542,18
7503,20742,18
7504,13480,35
7505,35337,10749
7506,72574,53
7507,28000,18
7508,280617,28
7509,12764,12
7510,14263,99
7511,11601,9648
7512,33367,10749
7513,41923,35
7514,31911,10749
7515,63449,10749
7516,126754,10749
7517,76609,36
7518,24486,80
7519,346723,18
7520,338100,10751
7521,62132,27
7522,101185,18
7523,393445,18
7524,377287,18
7525,36214,14
7526,13766,10751
7527,12637,18
7528,54825,35
7529,81775,18
7530,772,80
7531,18633,35
7532,77950,16
7533,138496,53
7534,58704,10751
7535,44936,27
7536,40852,28
7537,27814,35
7538,334527,18
7539,23452,12
7540,220674,10770
7541,109001,28
7542,14830,878
7543,369885,18
7544,46014,10402
7545,27711,27
7546,210609,37
7547,114719,10749
7548,844,10749
7549,27042,35
7550,469172,14
7551,339367,18
7552,10488,12
7553,23957,80
7554,10529,14
7555,105902,80
7556,75564,80
7557,22328,10751
7558,108723,10749
7559,5481,27
7560,11777,35
7561,47412,878
7562,326228,35
7563,3145,27
7564,409502,18
7565,29611,53
7566,75578,14
7567,72375,18
7568,212156,878
7569,104275,27
7570,31922,53
7571,149232,80
7572,177572,16
7573,322460,35
7574,252028,35
7575,17669,36
7576,86252,18
7577,72057,18
7578,8951,35
7579,267935,10751
7580,96712,18
7581,157409,35
7582,326874,35
7583,91070,35
7584,21325,18
7585,136786,99
7586,25653,35
7587,2195,28
7588,81312,18
7589,43327,10749
7590,1634,10751
7591,257081,18
7592,341886,878
7593,13390,53
7594,254188,27
7595,23750,10769
7596,141015,28
7597,9023,35
7598,269165,80
7599,66597,18
7600,29829,9648
7601,407,53
7602,185934,35
7603,57011,27
7604,23516,18
7605,17317,80
7606,43880,37
7607,10795,80
7608,37308,10752
7609,43143,878
7610,10829,27
7611,62320,99
7612,270842,18
7613,199463,18
7614,17332,18
7615,23805,10751
7616,1902,18
7617,9495,14
7618,98914,18
7619,76846,35
7620,70583,53
7621,2160,12
7622,39195,18
7623,209248,10402
7624,31671,12
7625,22681,27
7626,300769,35
7627,64720,53
7628,26390,18
7629,186079,12
7630,82655,9648
7631,56744,9648
7632,9464,35
7633,31299,10749
7634,32338,35
7635,30143,80
7636,298935,10749
7637,133523,27
7638,1724,878
7639,13022,27
7640,49609,10752
7641,1790,37
7642,35926,18
7643,273084,53
7644,249021,878
7645,3145,878
7646,329206,18
7647,10834,18
7648,11425,28
7649,73896,37
7650,72105,35
7651,255456,35
7652,23855,35
7653,20493,878
7654,77338,18
7655,413421,18
7656,86829,18
7657,922,18
7658,78028,12
7659,125926,18
7660,105,12
7661,14878,27
7662,318922,53
7663,140,53
7664,271039,18
7665,45019,10749
7666,225044,10402
7667,156547,35
7668,77459,14
7669,9577,99
7670,35826,14
7671,86643,27
7672,363757,10749
7673,54525,27
7674,259690,18
7675,197624,28
7676,33345,35
7677,42170,18
7678,30941,53
7679,40957,35
7680,85580,10751
