referrer,views_total,views_unique
github.com,760,97
Google,208,42
mathesar.org,186,44
wiki.mathesar.org,67,12
madewithsvelte.com,55,3
docs.mathesar.org,46,4
up-for-grabs.net,21,8
medevel.com,21,5
news.ycombinator.com,16,12
t.co,14,3
